q0,q1,q2,q3,MotionDeg,Roll,Pitch,Yaw,accX,accZ,0
0.7256,-0.687,-0.0021,-0.0384,4.398873,-86.771286,173.94917,173.62823,0.0761,-0.0688,14
0.7274,-0.6853,-0.0005,-0.0319,3.9314044,-86.52762,175.19875,174.90376,0.0683,-0.0385,14
0.7293,-0.6836,0.0009,-0.0256,3.5852764,-86.26447,176.37672,176.11163,0.062,-0.0146,14
0.7311,-0.6819,0.0023,-0.0196,3.322978,-85.99991,177.49736,177.26471,0.0488,0.0117,14
0.7329,-0.6801,0.0041,-0.0141,2.8504956,-85.719215,178.59587,178.39044,0.0561,0.0424,14
0.7374,-0.6753,0.0122,-0.0027,2.7550263,-84.95038,181.51152,181.31622,0.0917,0.0649,14
0.7387,-0.6737,0.0158,-0.0001,3.5053978,-84.6935,182.43648,182.21852,0.0766,0.0727,14
0.7435,-0.6677,0.0322,0.011,4.35643,-83.621796,186.477,186.13483,-0.082,-0.0102,14
0.7448,-0.6661,0.0336,0.0181,4.8612103,-83.31093,187.64418,187.38281,-0.0766,-0.0517,14
0.7453,-0.6654,0.0328,0.0225,5.41384,-83.18525,188.11066,187.93376,-0.0512,-0.0634,14
0.7459,-0.6646,0.0311,0.0273,6.00846,-83.052216,188.48782,188.42128,-0.0136,-0.0585,14
0.7465,-0.6639,0.0286,0.0324,6.641785,-82.937004,188.7797,188.8474,0.0097,-0.0458,14
0.747,-0.6632,0.0255,0.0377,7.2673354,-82.83729,189.00468,189.22545,0.0336,-0.0253,14
0.7474,-0.6625,0.0223,0.0428,7.817015,-82.74947,189.18582,189.56198,0.0439,0.0004,14
0.7479,-0.6617,0.0198,0.0472,8.267749,-82.64217,189.37369,189.8844,0.0527,0.0004,14
0.7484,-0.6609,0.0181,0.0508,9.513173,-82.53032,189.57368,190.19269,0.0634,-0.0034,14
0.7509,-0.6573,0.016,0.0608,9.889655,-81.97675,190.46555,191.37308,0.0141,-0.0078,14
0.7522,-0.6553,0.0204,0.0643,9.808628,-81.59535,191.51807,192.44466,-0.0351,-0.0449,14
0.7547,-0.6519,0.0361,0.0628,5.4770017,-80.815384,193.55988,194.1649,-0.1562,0.038,14
0.7516,-0.6579,0.0405,0.0242,5.100006,-81.939064,189.3737,189.04941,-0.205,0.1757,14
0.7501,-0.6599,0.0362,0.0224,4.8190064,-82.3066,188.5174,188.25366,-0.1079,0.2109,14
0.7487,-0.6617,0.0313,0.021,4.6008806,-82.646286,187.61401,187.42465,-0.0146,0.2514,14
0.7474,-0.6635,0.0264,0.0195,4.429483,-82.97028,186.6896,186.56763,0.0766,0.2622,14
0.7449,-0.6666,0.0165,0.0165,4.4536963,-83.54056,184.80457,184.80457,0.1879,0.2436,14
0.7437,-0.6682,0.0122,0.0151,4.524511,-83.80677,183.96704,184.01291,0.1826,0.2265,14
0.7424,-0.6696,0.0086,0.0139,4.6100736,-84.05151,183.26053,183.34137,0.166,0.1987,14
0.7412,-0.671,0.0059,0.013,4.7537503,-84.27853,182.73027,182.83484,0.1533,0.1474,14
0.7402,-0.6721,0.0034,0.0126,4.9172397,-84.45985,182.29654,182.42815,0.1538,0.0947,14
0.7395,-0.6729,0.0014,0.0127,5.0706506,-84.58815,182.00687,182.1651,0.1884,0.104,14
0.739,-0.6735,-0.0004,0.0128,2.6342118,-84.68248,181.7462,181.9281,0.2407,0.1503,14
0.7361,-0.6751,0.0243,-0.0406,3.351159,-85.083206,177.99258,177.15273,-0.0424,0.1274,14
0.7359,-0.6747,0.0275,-0.0477,4.0673933,-85.07585,177.48322,176.50438,-0.0878,0.103,14
0.7358,-0.6743,0.0301,-0.0542,4.7393274,-85.06012,176.96939,175.86365,-0.1079,0.0874,14
0.7356,-0.6739,0.0318,-0.0601,5.3336983,-85.04974,176.40193,175.18776,-0.1489,0.0668,14
0.7355,-0.6735,0.0328,-0.0653,7.4189563,-85.02849,175.82881,174.52078,-0.1665,0.0434,14
0.7356,-0.6716,0.028,-0.0837,7.6622725,-84.80221,172.56435,170.97539,-0.247,0.0185,14
0.7353,-0.6716,0.0258,-0.0857,7.8651085,-84.79738,171.9449,170.35144,-0.2426,0.0268,14
0.735,-0.6719,0.0238,-0.0873,8.043702,-84.818214,171.406,169.81894,-0.2392,0.0253,14
0.7345,-0.6723,0.0217,-0.0886,8.1675825,-84.86036,170.88545,169.31645,-0.2426,0.0288,14
0.734,-0.6728,0.0199,-0.0894,8.259135,-84.914795,170.477,168.93336,-0.2402,0.0302,14
0.7335,-0.6733,0.0183,-0.0899,8.322763,-84.971954,170.1398,168.62422,-0.2221,0.0483,14
0.7331,-0.6738,0.0171,-0.0902,8.348312,-85.027,169.89381,168.40353,-0.2036,0.0595,14
0.7326,-0.6743,0.0163,-0.0902,8.209146,-85.09672,169.74681,168.28465,-0.1977,0.0605,14
0.7307,-0.6766,0.016,-0.0885,7.824865,-85.44429,169.83408,168.48888,-0.1606,0.083,14
0.7283,-0.6795,0.0204,-0.0851,7.7000523,-85.950874,170.86166,169.64142,-0.1142,0.0942,14
0.7276,-0.6804,0.0226,-0.084,7.5707183,-86.11152,171.3207,170.13306,-0.1093,0.0708,14
0.7269,-0.6812,0.0251,-0.0828,7.421339,-86.264534,171.84436,170.68686,-0.0942,0.0708,14
0.7262,-0.682,0.0277,-0.0813,7.2830644,-86.41596,172.42902,171.30548,-0.0854,0.062,14
0.7254,-0.683,0.0302,-0.0797,7.142016,-86.58742,173.00955,171.92902,-0.081,0.0864,14
0.7245,-0.684,0.0325,-0.0779,7.0093093,-86.76172,173.5889,172.55737,-0.0703,0.1127,14
0.7235,-0.6851,0.0344,-0.076,6.8614864,-86.94625,174.12016,173.1457,-0.0327,0.1762,14
0.7225,-0.6864,0.0359,-0.0738,6.739597,-87.142456,174.6337,173.72618,0.0278,0.2514,14
0.7215,-0.6876,0.0376,-0.0717,6.694677,-87.32839,175.16974,174.3236,0.0869,0.3222,14
0.7204,-0.6887,0.0403,-0.07,7.3951426,-87.51396,175.80716,175.01242,0.1279,0.3574,14
0.7169,-0.6915,0.0515,-0.0713,7.5692325,-88.035675,177.26645,176.56223,0.0156,0.1381,14
0.7158,-0.6925,0.0531,-0.0716,7.5570536,-88.20495,177.43753,176.78023,-0.0273,0.0571,14
0.715,-0.6933,0.0534,-0.0706,7.3362,-88.33018,177.61044,177.00107,-0.0644,-0.0078,14
0.7148,-0.6939,0.0526,-0.0681,6.9281535,-88.38674,177.8541,177.28381,-0.0644,-0.0415,14
0.7152,-0.694,0.051,-0.0643,6.3644276,-88.35071,178.1892,177.63916,-0.0083,-0.0493,14
0.716,-0.6938,0.0486,-0.0593,5.0973277,-88.25547,178.59152,178.05551,0.0634,-0.0224,14
0.7182,-0.6927,0.0431,-0.048,4.538477,-87.95863,179.49237,178.97774,0.1708,0.0605,14
0.7194,-0.6919,0.0412,-0.0427,4.538477,-87.78141,180.021,179.51181,0.1875,0.081,14
0.7194,-0.6919,0.0412,-0.0427,3.6839461,-87.78141,180.021,179.51181,0.1875,0.081,14
0.7219,-0.6898,0.0405,-0.0339,3.3745422,-87.37127,181.28404,180.7594,0.163,0.0234,14
0.7232,-0.6886,0.0414,-0.0302,3.1330736,-87.143814,181.9999,181.45595,0.1479,-0.0083,14
0.7246,-0.6872,0.0429,-0.0269,2.9608169,-86.887024,182.74557,182.17226,0.1474,-0.0175,14
0.7261,-0.6856,0.0448,-0.0239,2.8630161,-86.60073,183.50388,182.89241,0.1235,-0.0063,14
0.7278,-0.6837,0.0471,-0.0212,2.8678732,-86.26818,184.27458,183.61226,0.1025,0.0092,14
0.7295,-0.6818,0.0496,-0.019,2.95593,-85.93321,184.99532,184.27551,0.062,0.0219,14
0.7312,-0.6798,0.0522,-0.017,3.1282241,-85.586426,185.69594,184.91331,0.0288,0.0375,14
0.7329,-0.6779,0.0549,-0.0151,3.3583302,-85.24371,186.3907,185.54324,0.0161,0.0498,14
0.7344,-0.676,0.0576,-0.0135,3.61608,-84.91559,187.03737,186.12288,-0.0112,0.0561,14
0.7357,-0.6744,0.0601,-0.0119,3.8600633,-84.62739,187.64862,186.67542,-0.0356,0.0429,14
0.737,-0.6728,0.0622,-0.0102,4.0571456,-84.34129,188.20766,187.18207,-0.0537,0.0312,14
0.7383,-0.6713,0.0636,-0.0083,4.211424,-84.07046,188.68227,187.61942,-0.0751,0.0175,14
0.7396,-0.6698,0.0643,-0.0061,4.328121,-83.806404,189.08682,188.00351,-0.0917,0.0083,14
0.7409,-0.6684,0.0643,-0.0036,4.4303555,-83.55841,189.42116,188.33739,-0.0966,0.0078,14
0.742,-0.6672,0.0636,-0.0005,4.518025,-83.34674,189.72925,188.6743,-0.102,-0.0048,14
0.7431,-0.6662,0.062,0.0032,4.614036,-83.160576,189.97778,188.9838,-0.0849,-0.017,14
0.7441,-0.6653,0.0594,0.0075,4.7749715,-83.00133,190.15262,189.25461,-0.0668,-0.0117,14
0.7448,-0.6647,0.0561,0.0124,5.0137277,-82.8959,190.30319,189.53456,-0.0244,-0.0048,14
0.7454,-0.6642,0.0525,0.0174,5.3434157,-82.81171,190.41994,189.79402,0.0048,0.0097,14
0.7458,-0.6638,0.0489,0.0225,5.725249,-82.75079,190.55089,190.07498,0.0327,0.0024,14
0.7461,-0.6636,0.0455,0.0274,6.4764833,-82.71431,190.68565,190.35689,0.0302,0.0039,14
0.7468,-0.6628,0.0409,0.0353,6.789739,-82.58448,191.02429,190.92046,0.0708,-0.0385,14
0.7473,-0.6621,0.0396,0.0382,7.0931396,-82.47729,191.19696,191.17062,0.0698,-0.0581,14
0.7479,-0.6613,0.0385,0.0409,7.363681,-82.35285,191.36832,191.4142,0.0776,-0.0683,14
0.7486,-0.6604,0.0377,0.0432,7.599997,-82.21156,191.52704,191.63405,0.0708,-0.0522,14
0.7493,-0.6595,0.0375,0.0451,7.79136,-82.063446,191.72186,191.87233,0.0595,-0.0434,14
0.7497,-0.6589,0.038,0.0466,7.9365497,-81.95414,191.97815,192.15054,0.0288,-0.0249,14
0.7499,-0.6586,0.039,0.0477,8.020408,-81.87971,192.26425,192.4401,0.0078,-0.0288,14
0.75,-0.6583,0.0403,0.0482,8.066092,-81.813354,192.51941,192.68019,-0.0229,-0.0341,14
0.7501,-0.6581,0.0419,0.0483,8.077274,-81.75382,192.76843,192.89944,-0.0263,-0.0268,14
0.7501,-0.658,0.0439,0.048,8.068786,-81.706245,193.02902,193.11331,-0.0356,-0.0263,14
0.7502,-0.6578,0.046,0.0474,8.038594,-81.64389,193.26219,193.29112,-0.06,-0.0166,14
0.75,-0.6579,0.0482,0.0466,7.9866543,-81.62918,193.49496,193.46188,-0.0751,-0.0039,14
0.7499,-0.658,0.0504,0.0455,7.925387,-81.61088,193.68625,193.58492,-0.1098,-0.0312,14
0.7496,-0.6582,0.0525,0.0443,7.8689857,-81.61911,193.85555,193.68636,-0.1518,-0.0346,14
0.7494,-0.6583,0.0544,0.0431,7.806398,-81.6158,193.99121,193.75827,-0.2001,-0.0473,14
0.7495,-0.6582,0.0553,0.0421,7.7289224,-81.59395,193.99312,193.72063,-0.2373,-0.0585,14
0.7497,-0.658,0.055,0.0414,7.652771,-81.579926,193.85042,193.5693,-0.2333,-0.0419,14
0.75,-0.6579,0.0535,0.0412,6.7410693,-81.58723,193.59079,193.3366,-0.1987,-0.0014,14
0.7508,-0.6583,0.0391,0.0366,6.413886,-81.919586,190.80765,190.75758,0.0341,0.2246,14
0.7503,-0.659,0.0381,0.034,5.992352,-82.06403,190.33043,190.24966,0.0429,0.2231,14
0.7494,-0.6601,0.0389,0.0304,5.4371243,-82.251274,190.00084,189.83713,-0.0009,0.1845,14
0.7482,-0.6616,0.0404,0.0255,4.168546,-82.497375,189.6072,189.3289,-0.0654,0.1284,14
0.7455,-0.665,0.0404,0.0148,1.7028215,-83.100365,188.2218,187.77943,-0.1259,0.1083,14
0.7352,-0.6772,0.0177,-0.02,3.5005429,-85.30374,179.88751,179.42421,-0.0971,-0.0073,14
0.7334,-0.6796,0.0028,-0.0111,4.1068606,-85.63792,178.83067,178.67114,0.1831,0.1044,14
0.733,-0.68,-0.0018,-0.0077,4.4603834,-85.69722,178.6021,178.53528,0.374,0.2436,14
0.7325,-0.6806,-0.0044,-0.0061,4.4442606,-85.78253,178.4252,178.40633,0.5141,0.3525,14
0.7318,-0.6813,-0.0043,-0.0073,4.096558,-85.89418,178.26276,178.23024,0.5654,0.4077,14
0.731,-0.6822,-0.0015,-0.0111,3.115812,-86.034035,178.14157,178.04073,0.5229,0.3828,14
0.7291,-0.6838,0.0098,-0.0249,3.0871432,-86.33164,177.87262,177.53189,0.2431,0.2182,14
0.7282,-0.6843,0.0156,-0.0328,6.773561,-86.454414,177.60971,177.14726,0.1015,0.1191,14
0.7218,-0.6891,-0.0004,-0.0626,6.83179,-87.12468,170.54132,170.02638,-0.1293,-0.0405,14
0.7215,-0.6895,-0.0011,-0.0625,6.7613096,-87.172424,170.43329,169.93254,-0.1059,-0.0566,14
0.7215,-0.6895,-0.0013,-0.0615,6.6810336,-87.17666,170.54936,170.06004,-0.0917,-0.0053,14
0.7215,-0.6897,-0.0004,-0.0611,6.45521,-87.20835,170.74669,170.25865,-0.0869,0.0336,14
0.7211,-0.69,0.0033,-0.0606,6.329753,-87.31564,171.38686,170.89114,-0.0722,0.0888,14
0.721,-0.6902,0.0061,-0.0607,6.1974134,-87.37267,171.80647,171.29817,-0.0698,0.1079,14
0.7209,-0.6902,0.0094,-0.0609,6.0583034,-87.4155,172.29272,171.76573,-0.0625,0.1157,14
0.7208,-0.6902,0.0132,-0.061,5.934201,-87.46018,172.87283,172.32582,-0.0698,0.1088,14
0.7207,-0.6903,0.0173,-0.061,5.846251,-87.511375,173.51424,172.94864,-0.0815,0.0864,14
0.7205,-0.6904,0.0216,-0.061,5.7664843,-87.56643,174.18565,173.60254,-0.1,0.0585,14
0.7203,-0.6904,0.0259,-0.0607,5.686117,-87.60757,174.90414,174.30473,-0.1235,0.0322,14
0.7203,-0.6903,0.0297,-0.0601,5.5736394,-87.6162,175.59477,174.97867,-0.1293,0.0063,14
0.7204,-0.6902,0.0329,-0.0589,5.2608852,-87.60928,176.28319,175.65604,-0.1196,0.0224,14
0.7203,-0.6905,0.0366,-0.0548,5.0399313,-87.64131,177.48026,176.87254,-0.0849,0.0888,14
0.7201,-0.6908,0.0374,-0.0518,4.8180637,-87.67502,178.05414,177.47356,-0.0522,0.1738,14
0.72,-0.6911,0.0384,-0.0486,4.710215,-87.69757,178.6931,178.13678,0.0263,0.2456,14
0.7198,-0.6913,0.0408,-0.0461,4.8270082,-87.71562,179.4491,178.90262,0.0805,0.3041,14
0.7196,-0.6913,0.045,-0.0455,5.15597,-87.713234,180.20451,179.63997,0.0712,0.2792,14
0.7191,-0.6914,0.0499,-0.0465,5.5472693,-87.741325,180.82378,180.23438,0.0444,0.1835,14
0.7185,-0.6916,0.0543,-0.0481,6.116925,-87.78736,181.27028,180.66081,-0.0068,0.1054,14
0.7181,-0.6914,0.061,-0.0502,4.325401,-87.76596,182.01123,181.35167,-0.1308,-0.019,14
0.7217,-0.6892,0.054,-0.0317,3.280347,-87.216515,183.75885,183.13634,0.1318,0.0668,14
0.7279,-0.6837,0.0505,-0.0106,3.7350035,-86.1276,186.37476,185.76596,0.144,0.0039,14
0.7375,-0.673,0.0553,0.001,3.9420576,-84.30043,188.71733,187.9389,0.103,0.102,14
0.7391,-0.671,0.0578,0.001,4.1717696,-83.96895,189.0831,188.22621,0.0688,0.0883,14
0.7405,-0.6692,0.0603,0.0009,4.434382,-83.66941,189.43582,188.50006,0.038,0.0698,14
0.7419,-0.6675,0.0628,0.001,4.6869,-83.37458,189.81476,188.80109,0.0136,0.0664,14
0.7431,-0.6659,0.065,0.0012,4.9129834,-83.10611,190.16255,189.07855,-0.0122,0.0571,14
0.7442,-0.6645,0.0667,0.0017,5.128322,-82.866394,190.47484,189.33641,-0.0229,0.0473,14
0.7453,-0.6631,0.068,0.0026,5.3342924,-82.62803,190.77878,189.59918,-0.0346,0.0419,14
0.7465,-0.6617,0.0689,0.0039,5.5282536,-82.38383,191.07227,189.86502,-0.0527,0.0454,14
0.7476,-0.6604,0.0694,0.0056,5.7188787,-82.15724,191.35783,190.141,-0.0502,0.0444,14
0.7486,-0.6591,0.0696,0.0076,5.9058433,-81.93928,191.63689,190.42438,-0.0571,0.0273,14
0.7497,-0.6579,0.0696,0.0097,6.258609,-81.724846,191.89455,190.69473,-0.0537,0.0341,14
0.7517,-0.6557,0.0688,0.0143,6.769764,-81.33815,192.33725,191.1987,-0.0576,0.0078,14
0.754,-0.653,0.0657,0.0222,6.9510646,-80.88643,192.84172,191.88795,-0.0834,-0.0073,14
0.7547,-0.6523,0.0646,0.0248,7.138496,-80.76016,192.99326,192.10905,-0.0874,-0.0048,14
0.7554,-0.6514,0.0637,0.0271,7.3468194,-80.61688,193.13327,192.30826,-0.0849,-0.0117,14
0.7563,-0.6504,0.0633,0.0291,7.5498157,-80.44398,193.30283,192.51903,-0.0634,-0.0102,14
0.7573,-0.6492,0.0633,0.0306,7.780374,-80.24516,193.46324,192.69997,-0.0522,-0.0039,14
0.7583,-0.6478,0.0639,0.0319,8.012307,-80.01819,193.68472,192.9226,-0.0585,0.0034,14
0.7594,-0.6464,0.0649,0.0329,8.247662,-79.77912,193.92384,193.1461,-0.059,0.0166,14
0.7603,-0.6451,0.0664,0.0337,8.476695,-79.553856,194.2159,193.40637,-0.0844,0.0161,14
0.7612,-0.6439,0.0684,0.0341,8.714662,-79.33099,194.53163,193.6676,-0.1166,0.0073,14
0.762,-0.6427,0.0708,0.0343,8.951112,-79.107735,194.88306,193.94798,-0.1376,0.0024,14
0.7625,-0.6417,0.0735,0.0344,9.18682,-78.91588,195.27423,194.25847,-0.1499,-0.0009,14
0.7631,-0.6407,0.0764,0.0342,9.435258,-78.71564,195.65482,194.543,-0.1635,0.0034,14
0.7639,-0.6394,0.0793,0.0338,9.656741,-78.477554,196.00322,194.78442,-0.1748,0.0087,14
0.7647,-0.6381,0.0819,0.0332,9.841371,-78.25019,196.28288,194.958,-0.2055,0.0161,14
0.7656,-0.6369,0.0841,0.0324,9.953611,-78.03874,196.47774,195.05133,-0.2265,0.0292,14
0.7665,-0.6357,0.0854,0.0314,9.753854,-77.855545,196.51724,195.00908,-0.229,0.0649,14
0.7689,-0.6331,0.0848,0.0256,8.807399,-77.58755,195.66365,193.9805,-0.0561,0.2407,14
0.7646,-0.6377,0.0921,0,8.200529,-78.57328,193.73695,191.31073,-0.3623,0.061,14
0.7642,-0.639,0.0869,-0.0017,7.4860573,-78.860634,192.76436,190.47577,-0.2861,0.1572,14
0.7636,-0.6405,0.0803,-0.0024,6.7724266,-79.1829,191.70729,189.61835,-0.1665,0.2495,14
0.7627,-0.6424,0.0738,-0.0027,6.0844374,-79.54247,190.7149,188.83308,-0.0502,0.2841,14
0.7617,-0.6443,0.0675,-0.0031,5.3883295,-79.89697,189.73666,188.04675,0.0395,0.2631,14
0.7604,-0.6465,0.0613,-0.0036,4.675788,-80.289024,188.7593,187.25468,0.0976,0.2192,14
0.7586,-0.6491,0.055,-0.0037,3.977039,-80.73968,187.81754,186.50871,0.1274,0.1831,14
0.7567,-0.6519,0.0482,-0.0033,3.373178,-81.20735,186.86034,185.76031,0.1308,0.1557,14
0.7546,-0.6548,0.0415,-0.0025,2.9499338,-81.68437,185.96718,185.0703,0.1406,0.1328,14
0.7524,-0.6576,0.0351,-0.0013,2.811312,-82.14589,185.1692,184.46227,0.1625,0.104,14
0.7505,-0.6602,0.0289,0.0005,2.9942496,-82.555275,184.47752,183.95064,0.1953,0.0737,14
0.7491,-0.6619,0.0236,0.0029,3.2781503,-82.83445,184.00044,183.62871,0.249,0.1064,14
0.7482,-0.6631,0.0191,0.0049,3.450131,-83.02666,183.58907,183.3399,0.3222,0.2036,14
0.7474,-0.6641,0.0159,0.0056,3.382635,-83.189445,183.19968,183.02261,0.3823,0.2905,14
0.7464,-0.6652,0.0144,0.0045,3.0606258,-83.37162,182.82579,182.65965,0.4267,0.3408,14
0.745,-0.6668,0.0145,0.0017,1.7415047,-83.623795,182.46394,182.25653,0.4165,0.352,14
0.7418,-0.6702,0.0194,-0.0084,0.8909325,-84.16964,181.82411,181.40895,0.3012,0.2675,14
0.7403,-0.6716,0.0231,-0.0157,0.6312224,-84.41327,181.37029,180.81282,0.2133,0.2119,14
0.7389,-0.6727,0.027,-0.0231,5.493302,-84.62522,180.92487,180.22937,0.1196,0.1738,14
0.7317,-0.6775,0.0335,-0.0657,6.4562597,-85.66443,175.7555,174.58392,-0.163,0.1323,14
0.7296,-0.6797,0.0189,-0.0726,6.5165386,-85.90219,172.43176,171.38487,-0.1918,-0.019,14
0.7296,-0.6797,0.0161,-0.0725,6.540719,-85.87405,172.01251,170.99182,-0.1396,0.0122,14
0.7299,-0.6795,0.0139,-0.0722,6.560273,-85.811165,171.72533,170.72015,-0.0932,0.0654,14
0.7302,-0.6793,0.0124,-0.072,6.585448,-85.754814,171.53241,170.53554,-0.062,0.1201,14
0.7303,-0.679,0.0121,-0.0722,6.673995,-85.71728,171.46489,170.46104,-0.0502,0.1508,14
0.7303,-0.6788,0.0152,-0.074,6.7579594,-85.72729,171.69252,170.6305,-0.0664,0.1708,14
0.73,-0.6789,0.0181,-0.0754,6.9010005,-85.78458,171.93341,170.83173,-0.0815,0.1718,14
0.7295,-0.6791,0.0216,-0.0772,7.092192,-85.869415,172.20354,171.05786,-0.102,0.1494,14
0.729,-0.6794,0.0253,-0.0792,7.2778053,-85.96255,172.47429,171.28424,-0.124,0.1323,14
0.7284,-0.6796,0.0295,-0.0809,7.504221,-86.058624,172.86383,171.63152,-0.163,0.0957,14
0.7278,-0.6798,0.0333,-0.0827,6.982955,-86.14893,173.17705,171.90668,-0.2153,0.0585,14
0.7257,-0.6827,0.0346,-0.0769,6.6067348,-86.572815,174.1115,173.02142,-0.0756,0.0913,14
0.7254,-0.6836,0.0319,-0.0733,6.270593,-86.659,174.1916,173.19087,0.0346,0.1689,14
0.7251,-0.6844,0.0294,-0.0699,6.0205545,-86.7383,174.27759,173.35715,0.1088,0.2607,14
0.7246,-0.6852,0.0279,-0.0671,5.8785453,-86.83895,174.42992,173.57709,0.1523,0.3198,14
0.724,-0.686,0.0286,-0.0653,6.067937,-86.95871,174.77985,173.96869,0.1503,0.3212,14
0.7221,-0.6878,0.0336,-0.0657,6.228158,-87.280815,175.44139,174.6681,0.0249,0.1245,14
0.7211,-0.6887,0.0353,-0.0664,6.263838,-87.44097,175.5717,174.82173,-0.0136,0.019,14
0.7203,-0.6895,0.0354,-0.0661,6.139773,-87.57096,175.60481,174.8909,-0.0029,-0.0244,14
0.72,-0.69,0.0344,-0.0646,5.895456,-87.63227,175.65895,174.98007,0.0009,-0.02,14
0.7201,-0.6901,0.0328,-0.0622,5.5552773,-87.62649,175.76736,175.11714,0.02,0.0048,14
0.7206,-0.69,0.0307,-0.059,2.944146,-87.570816,175.92711,175.30351,0.0639,0.0419,14
0.7258,-0.6867,0.0233,-0.0313,2.548939,-86.84883,179.00502,178.54034,0.1743,-0.0502,14
0.7274,-0.6851,0.024,-0.0283,2.1578085,-86.583275,179.58249,179.10373,0.1987,-0.0175,14
0.729,-0.6834,0.0251,-0.0255,1.7774928,-86.3071,180.18762,179.6907,0.1816,0.0048,14
0.7307,-0.6817,0.0264,-0.0228,1.4234864,-86.020386,180.80354,180.28656,0.1533,0.0263,14
0.7324,-0.6799,0.0278,-0.0203,1.1215383,-85.72304,181.39998,180.86041,0.1079,0.0541,14
0.7341,-0.6781,0.0295,-0.018,0.9393004,-85.42254,182.00806,181.44145,0.0937,0.0693,14
0.7356,-0.6764,0.0313,-0.016,0.9198765,-85.143974,182.58235,181.98723,0.0654,0.0664,14
0.737,-0.6748,0.0335,-0.0143,1.0463792,-84.877815,183.17093,182.54002,0.0498,0.06,14
0.7383,-0.6733,0.0356,-0.0128,1.758184,-84.62676,183.71127,183.04453,0.0307,0.0375,14
0.7425,-0.6685,0.0398,-0.0078,2.0725224,-83.82755,185.05475,184.31203,0.0141,0.062,14
0.7438,-0.667,0.0408,-0.0056,2.402565,-83.57416,185.5075,184.75691,0.0205,0.0717,14
0.745,-0.6656,0.0418,-0.0033,2.745141,-83.33457,185.97041,185.21657,0.0234,0.0883,14
0.7461,-0.6644,0.0429,-0.0009,3.0824642,-83.11601,186.45894,185.70557,0.0415,0.083,14
0.747,-0.6632,0.0441,0.0014,3.7527974,-82.91041,186.94716,186.19325,0.038,0.0795,14
0.7487,-0.6611,0.0466,0.006,4.0850973,-82.525375,187.93,187.1789,0.0288,0.0507,14
0.7494,-0.6602,0.0478,0.0084,4.4031134,-82.353745,188.42444,187.68079,0.0122,0.0429,14
0.7501,-0.6593,0.0489,0.0107,4.7061653,-82.18286,188.88745,188.15222,-0.0053,0.0268,14
0.7507,-0.6585,0.05,0.0129,4.9928913,-82.02744,189.33612,188.60956,-0.0166,0.0019,14
0.7513,-0.6577,0.0508,0.0151,5.2812104,-81.87552,189.73697,189.02599,-0.0224,-0.0039,14
0.752,-0.6569,0.0514,0.0174,5.5639257,-81.71733,190.11679,189.42792,-0.0312,-0.0136,14
0.7527,-0.656,0.0518,0.0197,5.8507495,-81.55316,190.46353,189.80157,-0.0205,-0.0112,14
0.7535,-0.6549,0.0526,0.0217,6.1455154,-81.35997,190.8263,190.17615,-0.0087,-0.0107,14
0.7544,-0.6537,0.0536,0.0236,6.451836,-81.1473,191.20117,190.5563,0.0039,-0.0107,14
0.7553,-0.6525,0.055,0.0254,6.74991,-80.92694,191.62033,190.9703,-0.0019,-0.0151,14
0.7562,-0.6512,0.0565,0.027,7.651218,-80.69715,192.02542,191.3634,0,0.0004,14
0.7588,-0.6474,0.0632,0.0305,7.943604,-79.98534,193.39104,192.61009,-0.0415,0.0288,14
0.7595,-0.6463,0.0662,0.0311,8.243805,-79.76158,193.8892,193.03572,-0.0512,0.02,14
0.7601,-0.6451,0.0697,0.0313,8.53533,-79.52825,194.41165,193.46085,-0.0815,0.0185,14
0.7605,-0.6443,0.0736,0.0312,8.830055,-79.33611,194.96193,193.89735,-0.101,0.0156,14
0.7608,-0.6435,0.0777,0.0308,9.131286,-79.147995,195.50607,194.3129,-0.1147,0.0087,14
0.761,-0.6427,0.0819,0.0302,9.431263,-78.96475,196.04205,194.71025,-0.1425,0.0185,14
0.7614,-0.6418,0.0861,0.0292,9.702487,-78.76362,196.52254,195.03702,-0.1577,0.0302,14
0.7617,-0.6409,0.09,0.0279,10.145524,-78.58156,196.92441,195.28386,-0.1796,0.0302,14
0.7626,-0.6389,0.0979,0.0222,10.156827,-78.23703,197.35684,195.31477,-0.2128,0.1083,14
0.7631,-0.6382,0.099,0.0197,10.136923,-78.162445,197.19862,195.04955,-0.1982,0.1303,14
0.7634,-0.6378,0.0999,0.0171,10.135692,-78.13557,197.00563,194.759,-0.1914,0.1582,14
0.7635,-0.6376,0.1011,0.0144,10.122599,-78.133514,196.85013,194.49945,-0.2138,0.1557,14
0.7631,-0.6378,0.1026,0.0112,9.747742,-78.20277,196.69006,194.22699,-0.2758,0.1391,14
0.7619,-0.6394,0.1024,0.0041,9.2478695,-78.57484,195.81702,193.24208,-0.3466,0.0947,14
0.7614,-0.6406,0.0988,0.0014,8.573026,-78.860405,194.96114,192.46109,-0.3217,0.1127,14
0.761,-0.642,0.0931,-0.0002,7.8099527,-79.17982,193.92467,191.58313,-0.2534,0.1826,14
0.7606,-0.6434,0.0863,-0.0014,7.0256667,-79.50606,192.77031,190.61992,-0.1523,0.2827,14
0.7599,-0.6451,0.0794,-0.0025,6.292418,-79.86653,191.61328,189.65889,-0.0566,0.3544,14
