q0,q1,q2,q3,MotionDeg,Roll,Pitch,Yaw,accX,accY,accZ,gyrX,gyrY,gyrZ,magX,magY,magZ,0
0.6501,-0.5239,0.3836,-0.3944,2.5105917,-81.33994,188.4578,168.88684,0.0156,-1.1142,0.0888,-0.105,-0.562,1.082,-31.337,-2.537,21.749,32
0.7048,-0.5413,0.235,-0.3935,38.00923,-79.29072,171.68324,149.56773,0.1083,-1.0747,0.2905,0.216,-0.429,0.35,17.699,-5.387,28.499,39
0.7521,-0.5628,-0.0636,0.3367,6.1159797,-72.20415,203.56866,221.78085,-0.1977,-0.8349,0.1479,0.423,0.02,0.788,-25.766,-17.216,-8.051,15
0.4429,-0.3309,-0.4467,0.7033,12.95508,-94.18795,185.7809,224.94406,-0.163,-0.6723,0.1396,0.524,1.676,0.862,-26.837,-14.237,31.049,46
0.7887,-0.6068,0.0932,-0.0294,14.183453,-74.61847,190.21341,186.05627,0.1274,-0.4873,0.2739,0.14,0.595,-2.339,-30.887,-3.737,-3.6,37
0.6292,-0.4659,0.4575,-0.4213,25.330462,-77.313934,198.1481,170.19083,-0.3676,-0.663,0.059,0.485,0.962,-1.412,27.115,26.973,-18.774,44
0.7958,-0.5842,0.1062,-0.1182,11.472582,-72.98965,182.73676,174.31195,-0.0512,-1.0737,0.3105,-0.289,-0.137,0.661,-11.25,14.563,12.149,50
0.4626,-0.3654,-0.4241,0.6873,13.16778,-94.42629,189.15454,224.95947,-0.1284,-1.0258,0.3696,0.198,0.209,-0.242,-30.137,-6.587,-30.587,36
0.3922,-0.058,0.6763,-0.6207,0.07772336,-68.95559,226.07462,143.0493,-0.4726,-0.8833,0.083,0.0,0.007,-0.008,-19.776,-0.126,-15.074,11
0.6179,-0.5863,0.3397,-0.3986,39.273235,-89.79935,174.95941,169.17032,0.0551,-1.1337,0.1801,-0.178,-0.02,0.426,-24.6,20.549,-7.787,3
0.0351,-0.1709,0.7022,-0.6901,5.136106,-88.510254,157.88899,201.93254,0.0551,-0.9531,-0.1699,0.062,-0.292,0.046,16.649,-2.837,-29.537,10
0.1718,-0.1487,0.6371,-0.7364,27.090425,-97.14441,179.99019,171.6518,-0.2416,-0.6494,0.1577,0.019,0.588,-0.467,16.499,29.999,20.249,38
0.4281,-0.3037,0.6532,-0.5456,9.152075,-77.04879,206.6552,173.3952,-0.4785,-1.2802,-0.2529,-0.583,-2.864,0.737,14.012,12.639,-4.131,34
0.6051,-0.4246,0.4498,-0.501,17.350037,-79.543335,191.00458,157.67552,-0.1831,-1.0864,0.2626,-0.221,0.88,-0.171,-23.237,-8.687,30.149,32
0.4692,-0.4591,-0.4562,0.6006,21.123043,-96.823,192.12381,199.18027,-0.0966,-1.2065,0.2836,-0.337,0.804,-0.842,-27.137,27.599,-6.887,46
0.6247,-0.7083,0.1042,-0.3114,10.222946,-97.17537,144.60446,146.49817,0.6601,-1.4375,-0.0781,0.432,-1.246,3.195,10.349,-16.187,-30.587,17
0.5131,-0.3084,-0.6364,0.4863,9.10617,-69.80543,141.08398,189.11252,0.5219,-0.833,-0.0493,0.134,-1.314,0.575,-20.235,32.367,3.669,16
0.2814,-0.0626,0.6473,-0.7055,13.732846,-84.446266,206.90242,144.8055,-0.4257,-0.9638,0.0839,0.059,0.496,0.026,-18.579,-2.756,-19.363,45
0.3221,-0.1147,0.626,-0.7007,6.8294263,-85.00449,203.04909,145.50046,-0.1333,-0.8378,0.1098,-0.221,0.172,0.853,-15.942,7.946,1.354,45
0.4237,-0.2939,-0.5032,0.6933,10.248123,-92.0624,178.3607,217.25479,0.205,-0.7778,0.2148,1.2,0.385,0.58,-26.237,-3.737,-26.087,46
0.5487,-0.7157,0.1065,-0.4185,10.991204,-102.96422,126.298256,127.693886,0.664,-0.9545,-0.103,0.668,-0.204,0.739,-16.704,21.275,13.259,5
0.6318,-0.5709,0.3184,-0.4164,7.2096677,-88.41545,172.69331,161.54745,-0.0649,-0.101,0.0517,0.827,-2.247,2.142,-1.65,-28.787,-27.287,31
0.1902,-0.3854,-0.5592,0.7088,16.600758,-105.35297,214.4185,153.95122,-0.1381,-0.7558,-0.0869,-0.001,1.231,1.557,14.24,28.999,-30.647,12
0.1335,0.1878,0.6858,-0.6902,31.67451,-79.832436,228.22092,131.29678,-0.3032,-0.7607,-0.1235,-0.003,0.438,-0.442,21.316,-9.749,-10.914,29
0.717,-0.3861,0.4513,-0.3648,36.71199,-62.81329,211.53485,166.12823,0.0996,-1.2456,0.3154,0.07,0.416,-0.622,-26.837,-22.637,16.049,28
0.6472,-0.346,0.6108,-0.297,21.866314,-54.19567,239.96387,182.76582,-0.8339,-0.8188,-0.0136,-0.138,-0.081,0.046,-32.087,-21.737,7.649,48
0.7677,-0.5919,-0.097,0.2253,11.411737,-75.97812,190.51225,201.84486,-0.1479,-0.9326,0.31,0.278,-0.35,0.337,6.62,-2.066,32.449,15
0.6696,-0.3693,0.5849,-0.27,19.827497,-54.23444,238.50269,185.1011,-0.4116,-0.5688,-0.0327,0.73,0.404,-0.477,30.449,-20.987,8.849,48
0.2463,-0.1275,-0.5828,0.7637,8.022568,-97.73015,171.79709,211.736,0.2651,-0.6738,0.2421,-0.679,0.653,0.067,4.149,-24.866,-23.875,18
0.6971,-0.5614,0.3076,-0.3225,28.505241,-80.165955,186.47606,169.73853,-0.2387,-0.9042,0.2568,0.253,0.349,-0.689,11.099,-8.837,19.049,3
0.2396,-0.4995,0.4836,-0.6775,22.703356,-111.97541,133.37425,210.43332,0.352,-0.9785,-0.1069,0.257,-2.41,-0.042,-28.2,-14.387,-12.137,1
0.6161,-0.653,0.195,-0.3946,17.733927,-95.758995,151.1808,149.00862,-0.0947,-0.7788,0.0854,-0.292,-0.725,-0.223,28.636,-29.837,1.063,17
0.415,-0.3104,-0.5209,0.6782,8.2073555,-92.75542,178.97403,210.2201,0.1127,-0.8144,0.3632,0.619,0.09,-0.41,-26.537,-2.987,-30.737,46
0.1792,-0.0689,0.6776,-0.7098,26.910856,-89.47966,195.41266,161.38556,-0.3349,-0.6655,0.0722,-0.069,1.122,-0.247,-28.626,-12.726,-11.024,11
0.6675,-0.5696,0.3127,-0.3633,7.5872507,-84.134636,180.35547,166.48325,-0.2456,-0.1899,-0.0678,0.532,-1.105,2.495,20.549,-17.087,31.949,31
0.7522,-0.5917,0.2865,-0.0431,4.904189,-69.26795,217.01195,203.89668,-0.6069,-0.8183,0.0415,0.422,-0.153,0.029,-6.6,4.664,-5.237,3
0.7352,-0.6621,0.1106,0.0931,14.254621,-79.72521,209.1809,208.75195,-0.4257,-0.791,0.0541,0.18,0.129,-0.19,21.889,-30.428,30.471,26
0.5734,-0.4104,0.4505,-0.5474,22.691664,-82.745804,186.13254,152.72813,-0.1708,-1.0253,0.2939,0.174,-0.407,0.178,20.399,28.799,-16.037,32
0.3955,-0.2025,-0.5694,0.6916,30.97797,-86.24462,164.71884,216.44281,-0.143,-0.7812,0.1723,0.457,0.135,-1.19,-21.287,-13.787,0.149,41
0.557,-0.6636,0.3296,-0.375,27.461658,-99.303375,163.52757,182.69344,0.0263,-0.7778,-0.0961,0.369,0.496,0.046,29.947,-30.569,-3.835,20
0.0197,-0.0309,0.5797,-0.8139,10.084961,-109.085754,177.62672,180.63995,0.1015,-0.8881,0.1123,0.78,-0.766,0.506,-21.887,-1.787,-15.887,49
0.3154,-0.3616,0.4345,-0.7621,22.366983,-112.04076,156.97884,147.78275,0.2666,-1.125,0.4282,-0.137,-1.113,0.155,9.299,26.849,15.613,43
0.4994,-0.4462,-0.4853,0.562,22.212088,-90.748634,181.70393,195.06537,-0.124,-1.0063,-0.0288,0.654,-2.287,0.647,20.399,26.849,13.363,46
0.6033,-0.6294,0.1869,-0.4525,26.56333,-94.6461,146.33762,137.4417,-0.1962,-0.8945,0.0888,-0.402,3.68,-0.558,28.199,-7.187,-28.187,17
0.2175,-0.1595,-0.6189,0.7376,4.839164,-96.97696,176.71376,196.32173,-0.2714,-0.9047,0.2246,-0.611,-0.259,-0.399,-4.307,-16.749,-26.307,18
0.3981,-0.3074,-0.652,0.5672,17.613453,-80.23437,159.87694,184.97992,-0.0087,-1.206,0.0502,-0.14,-0.852,-0.878,29.69,-24.237,-26.297,12
0.6915,-0.4375,0.537,-0.2045,4.582817,-56.202034,236.92062,193.91257,-0.2353,-0.749,0.125,0.345,-0.56,-0.2,19.799,25.499,11.249,48
0.6905,-0.5835,0.3018,-0.3025,7.255653,-81.96957,186.4224,173.39345,-0.0517,-0.8041,0.1015,-0.446,0.078,-0.082,6.149,-28.487,-30.437,8
0.6386,-0.5522,0.3241,-0.4267,5.3405957,-86.56183,174.4381,159.3304,-0.0312,-0.9555,0.2524,-0.026,-0.571,0.097,-24.0,-5.087,-9.437,27
0.2197,-0.1703,-0.5811,0.7648,5.9757633,-101.72909,180.4665,200.29147,-0.122,-0.6318,0.0981,-0.39,-0.141,-0.313,3.699,-19.316,-22.975,18
0.1979,-0.3906,-0.5749,0.6911,13.617905,-102.64145,213.62941,153.28262,-0.3012,-1.2241,-0.0458,0.944,-0.804,-0.567,-25.046,-30.987,17.939,12
0.0975,0.0305,-0.5521,0.8274,8.251192,-108.10437,167.00275,214.47054,0.3452,-1.0224,0.3056,-0.664,-0.236,-0.436,-20.687,-22.037,-15.887,49
0.7478,-0.6204,-0.0898,0.2185,12.121119,-79.89058,192.86058,201.49669,-0.226,-1.0825,0.206,0.388,-0.062,0.321,30.02,-17.366,9.949,15
0.3145,-0.097,0.6358,-0.6981,3.9778903,-83.944664,205.42331,145.1582,-0.1967,-0.9233,0.0615,-0.175,-1.199,0.657,29.849,-32.237,-23.687,33
0.4707,-0.3628,0.5472,-0.5892,2.904604,-86.21194,188.80902,162.7956,-0.1684,-1.0107,0.1103,0.3,0.112,-0.141,4.199,-18.437,-2.4,42
0.8132,-0.5411,0.2097,0.0405,17.03666,-61.85115,212.37486,203.4544,-0.2348,-0.7807,0.1894,0.351,0.245,0.675,18.749,-29.987,28.049,50
0.3151,-0.2362,0.6184,-0.6799,6.2679663,-90.97735,186.98363,163.89015,-0.2495,-1.019,-0.0327,-0.034,-0.348,0.063,-13.337,2.713,-11.25,38
0.702,-0.6075,0.2048,-0.3098,1.2200419,-84.13818,171.3684,160.25505,0.0375,-0.9428,0.2114,0.004,0.178,-0.178,10.049,-8.837,21.899,9
0.7523,-0.6557,0.0599,0.0177,5.729504,-81.42927,191.42955,190.55156,-0.0932,-0.975,0.0532,-0.009,0.14,-0.202,-8.7,-6.437,-10.037,14
0.6963,-0.5078,0.2517,-0.4403,41.846844,-77.69736,171.85443,143.87695,0.2817,-1.1074,0.3251,1.148,-0.855,0.974,17.699,-4.637,-27.587,39
0.2992,-0.1078,0.6411,-0.6983,4.469658,-85.44473,202.83202,148.78506,-0.2529,-1.0927,0.0458,-0.172,-1.361,0.773,-24.737,-15.887,22.799,33
0.6799,-0.5797,0.3432,-0.2892,0.47801948,-80.76861,193.7237,180.4595,-0.1352,-0.9892,0.0966,0.008,0.011,-0.034,10.465,31.173,-24.924,44
0.3319,-0.13,0.6357,-0.6846,3.7223113,-83.684555,203.80212,148.59538,-0.2382,-0.955,0.1704,-0.049,-0.137,-0.019,12.019,-31.237,-25.576,35
0.6073,-0.4209,0.4577,-0.4944,17.484535,-78.651344,192.9996,158.91934,-0.1093,-0.9223,0.3046,0.015,0.671,-0.238,5.249,4.813,25.499,32
0.0268,-0.0971,-0.5745,0.8122,10.1008625,-109.35233,190.97935,168.25642,-0.1406,-1.1767,0.2143,0.238,0.568,-0.735,1.049,20.549,-26.687,7
0.1626,-0.1497,0.6364,-0.7389,27.683119,-97.70624,178.57176,173.40022,-0.1801,-0.7172,0.1401,0.006,-0.043,-0.144,11.399,30.299,21.899,38
0.3593,-0.5194,0.4459,-0.6341,17.453455,-110.11613,144.67465,181.31677,0.3339,-0.9038,0.1723,0.215,-1.392,-0.007,8.536,19.349,4.813,2
0.3335,-0.1861,0.616,-0.6888,8.5510645,-87.96066,195.02802,153.6023,0.0234,-1.1528,0.0576,0.025,-0.046,-0.336,-32.087,-5.387,1.049,38
0.6161,-0.6325,0.2228,-0.4129,15.35563,-94.66626,154.61397,150.38449,0.5268,-1.0449,0.2314,0.086,-0.929,0.488,22.786,-23.387,10.513,9
0.3666,-0.3607,-0.5134,0.6868,0.48160005,-100.461555,191.2166,198.9998,-0.2094,-1.0004,0.2319,0.001,-0.114,0.055,-22.337,-0.437,-31.337,46
0.6722,-0.5223,0.2542,-0.4588,38.96989,-81.21834,168.1468,142.43663,0.1298,-0.9736,0.2973,0.033,-0.012,0.025,-11.55,1.363,0.313,39
0.7193,-0.5644,0.2477,-0.3201,3.7381291,-79.2776,179.53897,162.23546,0.0141,-1.4423,0.1914,-0.099,-0.023,-0.472,26.849,-12.137,24.299,9
0.2191,-0.0128,0.6371,-0.7387,19.933334,-89.304016,204.72702,142.58705,-0.5561,-0.8559,0.0483,0.096,-0.156,-0.398,7.349,26.699,-12.587,33
0.6471,-0.4338,0.4021,-0.4809,8.401633,-76.97057,189.075,153.48355,0.0053,-0.4907,0.1313,0.359,0.987,0.827,-24.473,26.539,-1.958,4
0.6664,-0.3453,0.6123,-0.2483,19.187044,-49.95812,245.01701,186.42383,-0.5541,-0.9213,0.019,-0.154,0.321,-0.104,24.149,11.999,25.499,48
0.7167,-0.4934,0.2465,-0.4266,44.19753,-74.51041,174.43367,144.45523,0.1562,-0.9682,0.2636,1.185,-0.638,0.905,-31.337,-17.837,-24.887,39
0.4714,-0.3736,0.5207,-0.6057,6.765142,-88.82724,183.72739,159.09947,0.145,-1.1284,0.248,0.29,-1.351,0.335,10.186,-30.437,27.299,42
0.7993,-0.5922,0.0965,0.0307,6.200824,-71.50694,196.94583,194.3652,-0.0307,-0.9667,0.164,0.515,0.407,1.524,22.799,-0.437,-0.15,50
0.3617,-0.1249,0.6233,-0.6818,3.4122918,-81.45497,206.50496,143.99672,-0.2734,-0.975,0.1704,-0.03,0.012,-0.155,28.799,22.063,22.199,33
0.1634,-0.1522,0.6381,-0.7367,27.46465,-97.44403,178.4183,173.86311,-0.0937,-0.9326,0.2377,-0.187,-0.055,0.019,11.399,30.299,21.899,38
0.7524,-0.6033,-0.1269,0.2318,11.363575,-78.61424,188.18802,199.08023,0.1757,-0.913,0.3212,-0.135,0.133,-0.39,-21.116,0.934,-10.451,15
0.335,-0.1332,0.6296,-0.6881,0.17715533,-84.14675,203.01836,147.83228,-0.2456,-0.958,0.1699,0.014,-0.006,-0.008,-22.937,-4.487,12.299,33
0.7843,-0.6026,0.1443,0.0276,14.087399,-71.98879,203.80324,199.38199,-0.02,-1.143,0.1772,-0.28,-0.782,-1.418,-21.137,-7.337,-5.55,37
0.3958,-0.2646,0.6865,-0.5494,17.79054,-74.91668,210.81256,173.47316,-0.3598,-0.8383,-0.1035,-0.464,0.373,0.152,-13.737,-20.797,-8.931,34
0.6324,-0.6253,0.2255,-0.3975,13.053562,-92.53247,158.49542,152.48352,0.374,-1.0346,-0.0468,0.485,-0.279,0.852,22.786,-23.387,10.513,9
0.2849,-0.3669,-0.6013,0.65,4.449276,-96.24219,195.1935,170.84866,-0.08,-0.746,0.2421,0.425,-1.975,-2.031,-11.559,-28.287,-4.997,12
0.68,-0.5797,0.3433,-0.289,0.46826398,-80.75067,193.76834,180.49193,-0.1293,-0.996,0.0854,0.008,0.007,-0.03,10.465,31.173,-24.924,44
0.587,-0.6305,0.1916,-0.4701,26.658646,-96.373405,143.96953,135.71661,-0.3354,-1.0908,0.0415,-0.458,-1.452,-0.313,15.149,-14.237,-18.887,17
0.1478,-0.256,-0.6513,0.6988,30.37483,-95.150856,198.40038,163.80762,-0.2084,-0.997,0.0952,0.273,0.23,-1.52,-30.287,18.763,4.949,40
0.4591,-0.4079,-0.3781,0.6926,20.587765,-98.09259,197.92981,229.67963,-0.3706,-0.6831,0.0458,0.258,1.074,0.746,-29.387,-2.837,-20.687,46
0.4042,-0.3492,0.4271,-0.7294,13.345088,-100.688515,166.53796,134.3092,0.2675,-0.9414,0.3959,-0.015,-0.517,-0.032,3.749,12.164,-18.887,43
0.6709,-0.339,0.6098,-0.2507,19.36236,-49.610874,244.57596,185.36728,-0.4389,-0.7177,0.2192,0.043,-0.273,-0.25,24.149,11.999,25.499,48
0.3646,-0.3752,0.5168,-0.6775,28.832905,-100.7019,167.31929,164.87328,0.2573,-1.2416,0.5048,-0.257,0.184,0.9,-10.35,-17.237,8.249,47
0.3253,-0.0648,0.6414,-0.6917,11.684339,-80.519005,211.3263,140.94249,-0.017,-1.1704,0.2695,-1.161,-0.567,-0.69,-16.326,-14.526,-10.124,11
0.23,-0.2433,-0.5881,0.7361,11.508872,-101.4708,188.42969,187.52348,-0.2851,-0.8286,0.1352,-0.071,0.832,-0.772,-21.137,-2.987,-18.0,41
0.2973,-0.1005,0.6084,-0.7288,8.007274,-88.693665,199.7114,142.52792,0.0053,-0.9736,0.2299,0.22,-0.046,-0.212,31.199,-25.487,26.849,33
0.4072,-0.3644,-0.431,0.718,15.459648,-101.10468,194.41048,222.1014,-0.2133,-1.1831,0.2465,0.393,0.442,-0.23,-28.729,18.723,11.25,22
0.3184,-0.027,0.6924,-0.6467,28.356094,-73.58385,222.6796,144.26749,-0.5283,-1.1152,0.018,-2.094,-1.732,1.172,18.46,-19.906,-8.263,13
0.7003,-0.4279,0.4806,-0.3088,23.64383,-63.68424,218.47662,178.31572,-0.3808,-1.2006,0.2675,-0.459,0.912,-0.469,-17.284,31.173,3.125,44
0.6434,-0.6864,0.1994,-0.2737,6.7817397,-94.90866,166.10452,170.11662,0.3544,-1.4609,-0.1459,-0.229,1.204,-0.165,-14.289,9.167,11.914,20
0.2271,-0.1332,-0.5662,0.781,7.897866,-101.5206,175.74855,210.63914,0.288,-1.2309,0.2973,-0.047,-0.016,-0.445,4.149,-24.866,-23.875,18
0.2498,-0.1008,0.6225,-0.7347,10.805749,-92.01697,195.40453,149.94582,-0.0844,-0.9511,0.2607,-0.175,-1.83,0.522,-29.122,-23.966,-7.814,35
0.2749,-0.0895,0.6037,-0.7429,11.771633,-90.994644,198.01532,142.30766,-0.1552,-0.8081,0.2465,-0.033,0.864,-1.895,9.371,25.54,-19.904,35
0.4996,-0.4047,-0.4618,0.6109,19.06536,-90.78135,183.03813,208.67758,-0.0537,-0.9384,0.2792,-0.354,-1.27,-0.675,-17.987,-18.437,29.849,46
0.7493,-0.6449,0.1111,-0.1006,19.75447,-81.49742,183.6817,179.25487,0.5146,-1.041,0.0678,-0.045,1.783,-1.785,-31.937,-13.487,17.249,17
0.3561,-0.0775,0.6904,-0.6248,24.296438,-72.43622,221.78777,148.71257,-0.5747,-1.1035,-0.1674,1.247,2.399,-0.409,22.21,18.78,3.136,13
0.8179,-0.5498,0.1631,0.0447,13.62701,-64.07642,206.4977,200.57248,-0.1699,-0.7626,0.2026,0.366,0.162,1.163,13.499,-2.237,12.899,50
0.3324,-0.1047,0.645,-0.68,0.57732654,-81.454185,208.06863,146.49251,-0.288,-0.9575,0.1484,0.002,-0.001,-0.006,14.448,-31.795,-24.718,35
0.4345,-0.3568,0.5148,-0.647,10.766554,-92.88177,178.64757,155.76317,-0.1303,-0.8305,0.1752,-0.043,0.636,-0.059,12.586,20.849,30.149,42
0.1563,-0.2264,0.5714,-0.7731,27.623915,-107.315765,164.3094,182.78464,0.0546,-0.9868,0.0292,-0.086,-0.415,1.025,-10.428,29.895,-18.797,35
0.5894,-0.3997,0.4833,-0.509,11.829236,-78.37789,195.29074,159.16156,-0.2187,-0.7636,0.1269,0.402,1.532,-0.5,21.449,-30.587,-23.237,30
0.35,-0.1747,-0.6058,0.6927,50.693977,-86.82406,162.8147,211.18755,-0.0874,-0.9921,0.1015,0.389,0.545,-0.66,26.099,32.249,20.549,40
0.2948,-0.0706,0.627,-0.7175,8.847909,-85.59498,205.1429,141.58157,-0.3017,-1.0214,0.1948,-0.224,-0.627,0.002,24.449,15.613,19.049,33
0.6524,-0.6592,0.1522,-0.3412,12.498836,-92.03778,153.90303,149.52037,0.3256,-0.561,-0.144,0.041,1.113,-1.997,-0.15,21.449,-11.687,17
0.3617,-0.3534,-0.4476,0.7374,14.017602,-105.44918,196.64803,216.29121,-0.2011,-1.1113,0.1977,0.429,0.198,0.266,-11.629,-31.513,-12.449,22
0.7837,-0.4065,0.2572,-0.3928,55.68192,-61.16105,186.2409,146.7276,-0.0576,-1.1108,0.4311,0.01,0.292,-0.099,26.099,30.149,-18.437,39
0.6233,-0.4724,0.3743,-0.4981,1.576303,-82.82307,179.63976,151.62257,0.1318,-1.0659,0.2534,0.422,0.777,0.349,-5.48,-25.853,-28.613,4
0.1395,-0.0607,0.6225,-0.7676,25.18111,-99.343475,187.56581,160.67377,-0.2353,-0.7343,0.2314,0.294,0.133,-0.23,0.442,27.454,-21.619,45
0.3823,-0.3809,0.518,-0.6636,14.472296,-98.95397,169.3372,164.50537,-0.184,-1.414,0.2509,-0.475,0.629,0.306,-0.3,-32.387,11.099,42
0.1348,-0.3451,-0.5757,0.7288,67.66451,-104.06228,215.1336,147.94392,-0.9843,-1.0849,-0.1357,-0.367,0.144,-0.413,-20.537,2.263,-28.337,29
0.7752,-0.6126,-0.1534,-0.006,16.182924,-73.717995,156.94098,162.05045,0.1293,-1.1088,0.3496,-0.276,-0.494,-0.295,0.449,-16.187,21.149,6
0.4868,-0.5172,0.4465,-0.544,0.1507386,-96.99943,166.30356,171.11772,0.1259,-1.0043,0.0668,0.001,-0.006,0.007,-0.9,-5.087,26.699,2
0.2343,-0.48,0.4807,-0.6953,25.51373,-113.31418,135.34038,206.68613,0.249,-1.1665,0.1933,-0.415,1.167,-0.456,-11.4,-13.637,-27.887,1
0.3666,-0.2677,0.5637,-0.6899,17.794907,-92.83441,184.12227,154.57161,-0.0029,-0.9873,0.1767,-0.052,-0.722,0.24,-3.6,19.513,32.549,24
0.7342,-0.48,0.3822,-0.2902,14.342228,-68.089005,205.54977,175.05083,-0.0639,-0.77,0.0888,0.406,0.339,1.135,0.115,25.773,-9.774,44
0.4494,-0.0966,0.7971,-0.3914,19.012177,-45.711975,264.11127,166.52821,-0.3256,-0.9619,-0.2729,-0.904,-0.761,0.083,26.279,1.627,9.092,13
0.7146,-0.6832,0.1495,-0.0049,6.3412538,-84.10268,202.9109,200.96893,-0.0244,-1.1816,0.104,0.221,0.757,-0.676,-23.987,-7.187,26.399,19
0.6861,-0.5749,0.3169,-0.3134,7.7128086,-81.59198,187.49203,173.41898,-0.2817,-1.1005,0.1733,-0.288,-0.337,-0.15,16.049,-8.237,-32.537,8
0.6216,-0.5064,0.3501,-0.4842,14.102041,-85.51512,174.91333,152.68123,0.0322,-1.1171,0.2558,-0.05,0.313,-0.257,-15.75,6.164,-21.287,21
0.6666,-0.5324,0.3306,-0.4034,4.121879,-82.0293,181.05847,160.95059,0.0253,-1.0356,0.2578,-0.106,0.209,-0.165,1.649,21.613,-31.937,21
0.6576,-0.69,0.1714,-0.2487,2.8206234,-93.85736,166.41144,168.80057,0.4111,-1.0927,-0.1865,-0.021,-0.153,0.46,-9.639,13.067,14.314,20
0.4435,-0.3576,0.6433,-0.5112,4.766023,-77.20755,205.22844,180.62442,-0.2587,-0.9941,-0.0937,-0.016,-0.127,-0.049,-7.437,-2.947,-6.981,34
0.0503,0.0163,-0.5888,0.8064,2.074951,-106.67784,172.50464,196.34747,0.0292,-1.0214,0.2568,-0.038,-0.008,-0.191,-8.537,0.164,26.099,49
0.6229,-0.4247,0.4927,-0.4344,2.3476691,-74.11781,203.96771,168.89146,-0.3105,-0.9677,0.1186,-0.142,-0.324,-0.361,23.099,24.164,26.399,30
0.5647,-0.3272,-0.4685,0.5953,14.665819,-78.39248,168.16559,217.5225,-0.1274,-0.8056,0.4228,-0.076,-0.564,0.002,15.599,31.049,-5.537,36
0.4323,-0.3503,0.5311,-0.6389,8.790273,-91.56407,181.1145,158.23618,-0.166,-1.1992,0.2392,-0.266,-0.629,0.303,8.236,25.349,27.299,42
0.3747,-0.1887,-0.6132,0.6692,52.92309,-84.052536,160.04395,209.30856,-0.1494,-1.2705,0.0678,-0.76,-0.358,0.2,16.499,28.949,20.699,40
0.4682,-0.1072,0.5732,-0.6637,17.472185,-71.169174,213.28864,131.05815,-0.1372,-1.2421,0.2065,0.59,0.358,-1.172,3.671,15.49,-22.154,35
0.4333,-0.4162,0.3819,-0.7021,7.0753098,-101.8935,158.90599,132.9361,0.5292,-0.9189,0.458,-0.115,0.68,0.133,-17.987,-21.887,-20.087,43
0.7609,-0.5803,-0.0992,0.2724,5.76205,-75.28304,194.41342,208.53014,-0.228,-1.0976,0.1147,0.462,-1.76,0.966,14.42,-28.016,32.149,15
0.5807,-0.4634,0.3915,-0.5427,9.302053,-86.89578,175.62277,149.49928,0.0346,-0.8427,0.3027,-0.095,-0.087,-0.654,-4.741,-25.307,-25.87,4
0.1438,-0.2374,-0.6593,0.6986,28.505962,-94.31623,195.89932,165.96317,-0.3212,-1.0659,-0.1171,0.338,-0.27,-1.418,15.149,-17.987,25.349,40
0.6612,-0.467,0.4401,-0.3884,20.311443,-74.316864,201.11765,170.70535,-0.1889,-1.0371,0.0683,-0.115,-1.084,0.979,27.702,11.523,13.625,44
0.6854,-0.7049,0.0498,0.1753,0.18154281,-87.321815,214.97787,216.39687,-0.3149,-0.9589,0.0136,0.0,-0.023,0.001,27.331,-14.84,25.643,26
0.8076,-0.5802,0.1041,0.0139,4.304275,-70.016815,196.07672,192.3306,0.0253,-0.9438,0.2597,0.06,-0.002,0.042,14.099,28.063,3.449,50
0.5647,-0.446,0.4907,-0.4912,19.620789,-82.42995,191.82748,168.05984,-0.1044,-1.2836,0.1171,-0.327,0.325,0.362,-27.137,-23.837,-19.337,32
0.6462,-0.6222,0.234,-0.3748,10.423567,-90.90329,163.28357,156.88255,0.1352,-0.7426,0.0341,0.219,-0.29,0.789,-23.25,21.899,7.963,9
0.6919,-0.5536,0.3093,-0.345,11.249354,-80.51635,184.40945,166.59972,-0.1235,-0.7475,0.1674,0.438,0.912,-0.236,14.099,-27.287,29.549,8
0.4239,-0.4845,0.4858,-0.5911,0.7806563,-99.63456,162.70686,175.81255,0.143,-1.0039,0.04,0.011,0.052,0.001,-7.05,-5.087,29.849,1
0.2099,-0.0389,-0.5732,0.791,19.238796,-98.26301,164.76932,222.18736,-0.1176,-0.7812,0.3227,0.006,0.752,-0.264,11.099,-9.287,4.664,49
0.264,-0.2244,0.5874,-0.7313,6.047008,-98.762856,178.28833,163.19786,-0.0126,-1.5424,0.3081,-0.276,1.147,-0.413,7.049,-26.387,-30.587,25
0.1204,-0.3454,-0.5118,0.7772,19.983154,-113.385216,216.9775,146.49876,-0.2055,-1.1552,0.082,0.0,-0.265,0.89,-30.737,30.599,11.999,41
0.6116,-0.516,-0.4025,0.4443,18.113005,-84.96698,176.61006,193.62582,-0.0058,-0.9565,0.163,0.387,1.105,-1.331,8.144,-25.424,-20.622,23
0.5426,-0.392,-0.5101,0.5399,26.85229,-81.91306,167.31213,199.03607,-0.2167,-0.6669,0.2109,0.067,-0.124,-0.521,-16.187,-5.837,-21.437,46
0.769,-0.622,-0.1058,0.1016,2.1901498,-78.11773,176.54149,182.34317,-0.0541,-1.0903,-0.0156,0.927,-0.423,1.624,15.736,31.799,5.414,6
0.4734,-0.3605,-0.4234,0.683,12.739247,-92.786545,187.58588,225.8733,-0.0927,-1.0869,0.5063,0.157,0.072,-0.606,-30.137,-6.587,-30.587,36
0.1807,-0.0946,0.6087,-0.7667,19.707853,-99.27096,186.9102,157.29105,-0.3178,-0.7788,0.187,0.256,0.777,-0.528,31.744,9.746,7.354,45
