q0,q1,q2,q3,accX,accY,accZ,gyrX,gyrY,gyrZ,magX,magY,magZ,0
0.3933,-0.354,0.5253,-0.6662,-0.3623,-1.4277,0.1416,0.053,-0.412,0.695,-4.65,22.499,17.099,47
0.7125,-0.6681,0.1173,-0.179,-0.103,-1.2612,0.0659,-0.06,-0.046,-0.259,14.399,-11.987,-25.487,19
0.6333,-0.5611,0.283,-0.4515,0.227,-0.9516,0.2661,-0.177,-0.313,0.261,15.149,-5.087,21.149,21
0.54,-0.3697,0.5009,-0.5661,0.1093,-1.2958,0.3002,0.278,0.864,0.023,-13.5,6.599,21.749,42
0.2607,-0.1223,0.6574,-0.6962,-0.2431,-1.0571,0.1328,-0.244,-0.906,0.084,10.349,0.313,5.699,38
0.7233,-0.6608,0.1073,0.1689,-0.229,-1.2148,0.0097,0.156,-0.71,0.766,0.589,14.408,-10.465,26
0.32,0.0617,0.6483,-0.688,-0.5917,-1.1577,0.0512,0.49,0.393,-0.668,28.06,3.624,13.276,11
0.6616,-0.5245,0.3842,-0.3732,-0.1391,-0.9941,0.0903,0.528,0.012,0.878,-1.084,5.823,-11.724,44
0.046,-0.0132,0.7468,-0.6632,-0.0126,-1.3715,-0.3681,-0.233,-1.554,-0.952,27.749,-31.037,-21.887,10
0.3578,-0.297,0.6518,-0.5989,-0.2197,-0.6577,-0.0346,0.632,1.683,-0.703,28.262,20.589,-10.881,34
0.3153,-0.0284,0.6669,-0.6744,-0.3491,-0.5498,-0.0371,0.584,-0.801,0.38,32.41,-18.876,3.226,11
0.0675,-0.1595,0.573,-0.801,0.2861,-1.0581,0.3583,-0.455,-0.92,0.176,-3.6,-20.087,-32.537,25
0.2293,-0.1645,-0.5839,0.7611,0.3271,-0.6879,0.4624,-0.177,0.211,0.192,-10.566,28.411,-14.518,18
0.5767,-0.3881,0.5656,-0.4435,0.0961,-0.7622,-0.0087,-0.241,-0.598,0.544,-19.437,29.739,2.918,34
0.5647,-0.3504,0.5067,-0.549,-0.1718,-1.0156,0.2216,0.06,0.049,-0.269,-26.55,-8.987,23.399,47
0.4584,-0.3004,-0.5174,0.657,0.0986,-0.9511,0.2773,0.029,-0.071,-0.006,27.449,-2.537,29.699,36
0.7004,-0.5104,0.3327,-0.3715,-0.0332,-0.9975,0.2202,-0.022,0.399,-0.486,5.399,31.199,-9.287,21
0.1724,-0.2549,0.5756,-0.7575,0.0546,-0.624,0.2104,0.348,0.852,-0.6,24.449,-8.837,28.799,25
0.3256,-0.3045,0.5777,-0.6837,-0.0971,-1.1679,0.0415,0.215,-1.4,0.379,-9.3,26.099,-6.287,24
0.7611,-0.552,-0.0339,0.3386,-0.1401,-0.851,0.2114,0.488,0.211,0.594,30.92,-11.066,4.249,15
0.6303,-0.6817,0.1511,-0.3391,0.7338,-1.604,-0.0893,0.349,-1.205,2.085,-13.35,-23.837,-16.337,17
0.7328,-0.6651,0.119,-0.0795,-0.0878,-0.9648,0.1572,-0.041,-0.542,0.069,6.299,19.063,-24.437,19
0.4717,-0.0983,0.7891,-0.3806,-0.6201,-1.0913,-0.5239,-0.26,3.442,0.563,9.91,28.83,3.436,13
0.3868,-0.3328,-0.4799,0.7135,-0.1093,-0.8969,0.3041,-0.103,0.637,0.257,-17.929,-4.513,-19.349,22
0.0092,-0.2868,-0.62,0.7301,-0.3198,-0.6132,-0.1328,1.527,0.706,-0.102,-21.137,-1.487,-29.237,29
0.5477,-0.4082,0.4206,-0.597,-0.0302,-0.7333,0.2373,0.494,1.568,-0.615,-14.723,-31.197,-9.458,4
0.5555,-0.357,0.4644,-0.5901,0.1547,-0.8408,0.1196,1.076,-1.047,1.376,-9.75,17.549,22.199,47
0.7272,-0.6601,0.1332,0.1325,-0.4365,-0.7368,0.1269,0.052,0.196,-0.455,-21.31,-18.878,-20.065,26
0.6641,-0.3302,0.625,-0.243,-0.6826,-0.8574,-0.1123,-0.771,-0.978,0.255,10.349,-0.887,4.949,48
0.6735,-0.5787,0.3405,-0.3088,-0.1406,-0.9809,0.1611,0.119,0.607,-0.073,8.965,28.023,-25.974,44
0.6969,-0.6028,0.2749,-0.2741,-0.0083,-0.8051,-0.0053,-0.151,-0.292,0.019,21.599,-9.137,31.199,8
0.6553,-0.545,0.3025,-0.4265,0.0649,-0.9814,0.2343,0.006,0.111,-0.1,19.649,-3.887,17.249,21
0.3741,-0.2191,-0.596,0.6757,-0.0419,-0.9355,0.2075,0.209,-0.267,-0.86,8.849,27.149,25.649,41
0.0858,0.0192,-0.65,0.7547,0.0205,-0.8554,0.4497,0.937,-1.215,-0.365,-24.6,-32.687,-2.837,10
0.6636,-0.3453,0.6133,-0.2533,-0.517,-0.8383,0.0146,0.3,0.457,-0.394,24.149,11.999,25.499,48
0.3676,-0.0861,0.6196,-0.688,-0.2275,-0.9638,0.2573,-0.051,0.743,-0.445,2.527,-6.716,-20.114,35
0.1417,-0.0976,-0.5955,0.7846,-0.0917,-0.7094,0.2426,-0.239,-0.23,-0.43,1.799,22.049,-24.137,7
0.6665,-0.6698,0.1828,-0.2713,-0.2041,-1.1005,0.0307,0.444,1.384,-0.307,22.949,-1.187,29.849,17
0.201,-0.1925,-0.6168,0.7361,-0.2485,-1.2573,0.2573,-0.72,-1.667,0.21,-25.87,-0.596,0.511,18
0.3738,-0.3456,-0.5221,0.6841,-0.1162,-1.0151,0.2226,-0.033,-0.042,-0.328,-25.937,-2.537,-31.787,46
0.1844,-0.4456,-0.5357,0.693,-0.2939,-1.1372,-0.2514,-0.674,0.23,0.318,27.89,-15.537,27.989,12
0.7188,-0.6682,0.1302,0.1406,-0.2978,-1.1943,-0.0375,-0.121,-0.988,0.722,-25.96,16.958,-12.715,26
0.4153,-0.3715,0.5016,-0.6616,-0.2255,-0.9926,0.1962,0.177,0.249,-0.569,-5.25,-21.437,-2.55,42
0.6813,-0.59,0.329,-0.2816,-0.0375,-1.0019,0.0507,0.086,0.174,-0.155,11.215,30.423,-24.924,44
0.3112,-0.1083,-0.6372,0.6966,0.0356,-0.9013,0.1523,-0.071,0.935,-0.931,-15.737,-2.237,7.349,40
0.4588,-0.3015,-0.5171,0.6566,0.0986,-0.9594,0.2822,0.023,-0.103,-0.005,27.449,-2.537,29.699,36
0.6299,-0.4191,0.4307,-0.4919,-0.145,-1.0332,0.1357,-0.089,-0.739,0.083,-19.783,1.709,-9.542,4
0.3034,-0.2677,0.6406,-0.6524,-0.3627,-0.7045,-0.1098,0.207,0.788,-0.159,-15.087,10.239,-1.881,34
0.3342,-0.3006,-0.568,0.6893,-0.229,-1.1186,0.1879,-0.298,-0.361,0.081,-18.587,-3.137,-11.25,41
0.7501,-0.658,0.0439,0.048,-0.0356,-0.6982,-0.0263,0.061,0.342,0.216,5.849,-17.837,-26.387,14
0.6029,-0.617,0.2084,-0.4606,-0.0161,-1.1191,0.2255,-0.382,0.461,-0.241,-10.8,17.249,-3.287,9
0.3991,-0.1092,0.603,-0.6819,-0.0014,-0.9672,0.1186,0.113,0.418,0.406,-4.972,-9.566,-16.664,35
0.1858,-0.0977,0.7093,-0.6728,-0.1606,-1.2231,-0.102,-0.098,-0.941,0.62,-27.276,1.824,-5.924,11
0.2975,-0.3338,0.5527,-0.7032,-0.0766,-0.6884,0.2158,0.153,0.374,-0.19,16.349,-9.287,22.949,24
0.7766,-0.5736,-0.0293,0.2585,-0.2778,-0.7866,0.3237,-0.185,0.255,-1.02,20.72,-13.316,22.399,15
0.6978,-0.5432,0.3335,-0.3264,-0.1889,-1.1757,-0.2148,0.37,-1.019,3.703,2.549,-16.337,-24.887,31
0.5998,-0.6163,0.1353,-0.4919,-0.2758,-0.9467,0.1513,-0.752,2.004,-0.838,10.349,-16.187,-30.587,17
0.5603,-0.6874,0.1326,-0.4424,0.5615,-1.0073,-0.0561,1.23,-0.754,0.854,-14.018,10.625,-13.427,5
0.3139,-0.1502,0.6447,-0.6805,-0.6025,-1.2709,0.1,-0.386,0.354,-0.658,25.241,-21.432,-15.937,13
0.6716,-0.3424,0.6032,-0.2599,-0.5322,-0.8393,0.0258,0.47,0.391,-0.287,29.849,10.063,0.449,48
0.1507,-0.2041,-0.6114,0.7494,-0.1508,-1.0141,0.1708,0.014,-0.102,-0.044,-22.637,-0.587,-15.15,41
0.6853,-0.705,0.0501,0.175,-0.3208,-0.9648,-0.0058,-0.002,-0.02,0,27.331,-14.84,25.643,26
0.7565,-0.556,-0.0231,0.3432,-0.3017,-0.9682,0.2563,0.089,0.083,-0.166,-25.766,-17.216,-8.051,15
0.319,-0.0804,0.6595,-0.6758,-0.3305,-1.1206,0.1547,0.165,0.241,-0.663,18.292,-16.032,-30.469,45
0.8144,-0.5457,0.1896,0.0545,-0.1831,-0.8022,0.184,0.419,0.023,0.431,25.799,-16.487,8.699,50
0.4856,-0.433,-0.4917,0.5786,0.0439,-1.0625,0.0625,0.553,-2.633,0.725,20.399,26.849,13.363,46
0.4842,-0.3705,-0.4832,0.6282,0.1889,-1.0083,0.0737,0.166,-0.284,0.664,-30.587,-20.087,-16.187,36
0.6257,-0.4032,0.4925,-0.4507,-0.0537,-0.7919,0.4477,-0.043,-0.304,-1.43,27.749,-31.487,-25.037,30
0.4463,-0.3567,0.6403,-0.5132,-0.2597,-0.9887,-0.0771,0.103,0.103,0.012,-6.687,-3.697,-7.581,34
0.5912,-0.4446,0.4891,-0.4619,0.0751,-0.8525,0.1381,0.01,-0.385,0.538,-27.137,-23.837,-19.337,32
0.1853,-0.0851,0.6135,-0.7628,-0.3041,-0.8242,0.1918,0.358,-0.125,-0.338,11.392,-25.632,32.067,45
0.4392,-0.4088,0.3863,-0.7004,0.5356,-0.9096,0.477,0.234,-0.33,0.093,26.099,-25.187,-12.887,43
0.0338,-0.1702,0.7022,-0.6904,0.0483,-0.955,-0.1567,0.1,-0.196,0.046,16.649,-2.837,-29.537,10
0.6472,-0.5387,0.2616,-0.4715,0.1445,-0.8696,0.4345,-0.47,-0.011,-0.41,11.849,-26.837,-20.687,39
0.5069,-0.3767,0.5147,-0.5797,-0.4775,-0.8095,0.1484,-0.16,-0.008,-0.711,16.049,-17.837,31.949,30
0.2066,-0.1123,0.6305,-0.7396,-0.1098,-0.9438,0.1381,-0.26,-1.538,0.651,22.894,15.446,7.354,45
0.073,0.1194,0.6836,-0.7162,-0.2734,-0.9702,0.0429,0.017,-0.004,-0.02,-11.087,3.463,-12.75,40
0.6061,-0.5035,0.3555,-0.5026,0.0029,-0.9897,0.3256,-0.065,-0.173,-0.011,-15.75,6.613,-23.087,21
0.5251,-0.3136,0.5105,-0.6043,-0.1201,-1.3657,0.2705,-0.036,1.219,0.079,27.736,-14.087,11.549,42
0.0326,-0.0554,-0.6255,0.7775,-0.0283,-0.9536,0.4189,-0.898,0.169,0.078,-12.67,11.404,-3.688,18
0.0103,0.1007,0.5658,-0.8182,-0.2451,-1.1503,0.2431,0.358,0.862,-0.441,26.399,-28.937,26.849,7
0.6764,-0.5061,0.3424,-0.4109,-0.0136,-0.978,0.2041,-0.012,0.196,-0.577,-9.75,7.213,-20.387,21
0.213,-0.3782,-0.5616,0.7043,-0.039,-0.6865,-0.0063,0.238,1.871,1.955,27.89,-15.537,27.989,12
0.2004,-0.1618,-0.6079,0.751,0.2636,-0.8354,0.2509,1.678,0.117,0.266,-1.55,-13.916,-15.325,18
0.5837,-0.6339,0.1687,-0.4783,0.496,-0.8837,0.1889,0.282,-0.176,0.417,0.982,-24.011,23.759,5
0.1943,-0.2123,-0.6039,0.7432,-0.0737,-0.9775,0.1464,0.019,0.116,-0.053,20.999,23.563,3.599,41
0.6424,-0.3242,0.621,-0.3104,-0.7553,-1.0996,0.1049,-0.417,-0.46,0.152,7.349,7.499,31.649,48
0.5137,-0.3713,-0.518,0.5742,-0.1577,-1.1738,0.2944,-0.336,-0.059,-0.193,-15.979,20.223,-7.949,22
0.6619,-0.5802,0.3429,-0.3278,-0.5092,-0.8393,0.1386,0.05,-0.273,0.701,24.899,-0.737,22.049,31
0.6736,-0.3376,0.6227,-0.2108,-0.7915,-0.9233,-0.0087,0.539,0.734,-0.151,-15.45,8.549,31.049,48
0.6256,-0.4575,0.4207,-0.4712,-0.0566,-1.1962,0.1625,0.402,0.743,-0.405,19.649,-25.337,31.649,32
0.5955,-0.4457,0.3899,-0.5426,-0.0659,-1.0019,0.1811,-0.096,-0.431,0.944,-3.988,-31.434,-25.886,4
0.0935,-0.0184,-0.5494,0.83,0.0253,-0.7924,0.5292,-0.61,0.409,-1.137,-13.487,-1.637,-26.987,49
0.1897,-0.134,-0.6199,0.7494,0.0493,-0.9252,0.1723,-0.117,-0.953,-0.109,-3.557,-16.749,-26.007,18
0.369,-0.2504,-0.5828,0.6792,0.1616,-1.2724,0.1459,-0.109,0.044,-0.402,-11.779,-29.113,-23.849,22
0.5472,-0.5298,-0.4077,0.5035,-0.1577,-1.0976,0.1567,0.143,0.66,-0.486,3.05,-24.933,-20.172,23
0.745,-0.593,0.2928,-0.0859,-0.3955,-0.9072,0.0864,0.047,0.143,0.004,13.949,-10.187,14.849,3
0.4828,-0.4019,0.4986,-0.5971,0.0463,-1.3994,0.2431,0.348,1.286,-0.162,-6.75,-30.737,2.549,42
0.5718,-0.3566,0.602,-0.4282,-0.2065,-1.1279,-0.0756,-0.251,1.71,-0.165,-2.637,10.539,-3.231,34
0.3055,-0.2332,0.6032,-0.6988,0.0058,-1.0043,0.3012,0.2,0.158,-0.454,-13.187,0.914,-11.1,38
0.1312,-0.0141,0.706,-0.6957,-0.6757,-1.2758,0.0249,0.222,0.476,0.655,24.46,-7.176,5.926,11
0.6719,-0.58,0.2525,-0.385,0.0068,-0.9399,0.2446,-0.037,-0.075,-0.102,6.299,-5.387,19.649,27
0.6966,-0.5911,0.3168,-0.2548,0.0898,-0.9116,0.0327,0.196,-0.826,0.722,26.536,-15.587,0.463,3
0.7122,-0.6685,0.1163,-0.1795,-0.0859,-1.3168,0.0615,-0.063,-0.089,-0.224,14.399,-11.987,-25.487,19
0.7438,-0.5932,-0.0835,0.2962,-0.2309,-0.9853,0.3325,-0.022,0.022,-0.298,-22.766,28.384,-4.001,15
0.6192,-0.6068,0.2071,-0.4531,-0.0068,-0.8007,0.2993,-0.261,0.471,-0.648,18.749,-20.537,-29.237,9
0.4503,-0.0386,0.766,-0.457,-0.5234,-1.2294,-0.2084,0.741,1.281,-0.181,-1.339,-2.219,14.386,13
0.7175,-0.4668,0.2671,-0.4425,0.2207,-0.8242,0.372,-0.502,-0.012,-0.791,21.149,29.849,-11.987,39
0.7001,-0.5737,0.3232,-0.2758,-0.0317,-0.9809,0.0483,0.436,-1.107,1.148,-6.9,-25.937,-25.337,3
0.7056,-0.5125,0.3302,-0.3609,-0.0957,-0.916,0.1269,0.139,-0.099,0.215,11.699,31.199,-11.837,21
0.7749,-0.5257,0.0415,0.3483,-0.4501,-1.1054,0.4091,-0.052,0.139,-0.235,21.77,-14.816,21.349,15
0.0808,-0.328,-0.6043,0.7215,-0.705,-1.0922,-0.2426,0.127,0.612,-0.583,-26.537,-23.537,-19.787,29
0.3293,-0.1177,0.6433,-0.6809,-0.2661,-0.9687,0.1435,0.002,-0.014,-0.023,12.048,-30.745,-24.568,35
0.6361,-0.3889,0.5069,-0.4323,-0.0917,-1.0942,0.1093,0.059,-0.486,0.514,-8.4,-7.187,-9.287,28
0.1073,-0.0237,0.7062,-0.6993,-0.0161,-0.8759,-0.101,-0.427,1.318,0.618,7.799,-9.587,-16.787,10
0.6505,-0.4139,0.4137,-0.4839,-0.1484,-1.2153,0.3481,0.079,0.319,-0.775,-10.373,15.439,-10.358,4
0.5991,-0.4609,0.4025,-0.5163,-0.0039,-0.83,0.0893,-0.027,0.131,-0.135,-19.783,2.759,-11.342,4
0.4274,-0.3051,-0.5427,0.6554,-0.0644,-0.8681,0.2041,-0.401,-1.627,0.901,-8.4,-8.987,10.799,41
0.8205,-0.494,-0.0508,0.2829,-0.1171,-1.0058,0.3564,0.306,0.048,0.243,-1.65,-19.937,18.599,6
0.7023,-0.5823,0.3075,-0.2702,0.0239,-1.1142,0.2871,0.017,0.205,-0.541,27.149,-7.187,17.699,8
0.0505,-0.0207,-0.5771,0.8147,0.3627,-1.0195,0.3027,0.624,-0.149,1.376,20.399,-29.537,13.813,49
0.3961,-0.3355,0.6292,-0.5784,-0.1137,-0.6147,-0.0693,0.652,1.279,-0.891,20.312,-14.647,-18.381,34
0.6191,-0.6769,0.2176,-0.3332,0.1997,-0.9267,-0.0878,-0.134,0.449,0.328,-5.139,20.567,21.064,20
0.8006,-0.5646,0.0968,-0.1757,-0.083,-0.8769,0.394,-0.06,0.185,-0.384,-8.55,12.613,14.399,50
0.3054,-0.1077,-0.6379,0.6986,0.0473,-0.8593,0.1762,0.042,0.811,-0.981,-15.737,-2.237,7.349,40
0.5311,-0.4067,0.4115,-0.6188,-0.0048,-0.875,0.3154,0.314,0.961,-0.495,-16.183,4.095,9.357,4
0.3294,-0.1167,0.6437,-0.6807,-0.2695,-0.9677,0.1503,-0.007,-0.037,-0.014,13.698,-31.045,-25.168,35
0.7818,-0.6131,-0.0677,0.0903,0.0512,-1.0058,0.1645,0.247,-0.387,0.438,30.286,1.213,-17.987,6
0.5813,-0.6344,0.2972,-0.4136,-0.0722,-1.3789,0.0087,-0.644,0.145,-0.303,-4.089,27.617,20.464,20
0.7813,-0.5794,-0.044,0.2276,-0.414,-0.7626,0.2529,-0.224,0.013,-0.986,12.17,-10.916,27.349,15
0.6219,-0.6464,0.2432,-0.369,0.0844,-1.3544,-0.0053,-0.328,-0.111,0.162,-11.889,-30.569,-6.385,20
0.2305,-0.0567,0.6133,-0.7533,-0.4541,-0.8378,0.1362,0.053,-0.001,-0.507,27.749,-9.587,23.399,33
0.6241,-0.6086,0.2216,-0.4369,0.228,-0.9511,0.1743,0.623,0.817,0.235,4.949,-3.587,-18.137,39
0.6319,-0.5751,0.3199,-0.4093,-0.0727,-1.1069,0.2094,-0.043,0.383,-0.237,7.165,28.473,-24.174,44
0.6476,-0.5899,0.1951,-0.4409,0.3662,-0.9057,-0.0053,0.14,0.331,0.268,-5.468,28.325,-26.777,5
0.2531,-0.3121,-0.5523,0.7303,-0.1049,-1.0878,0.1132,0.192,-0.09,-0.747,-32.087,22.513,1.799,41
0.4723,-0.3303,-0.6371,0.5116,0.2041,-1.2109,-0.0898,0.116,-0.194,-0.143,-16.185,-27.169,1.719,16
0.5421,-0.3337,0.4981,-0.5887,0.0317,-1.0112,0.228,0.226,0.706,-0.126,27.736,-14.087,11.549,42
0.3702,-0.3186,0.6292,-0.6045,-0.1943,-0.5566,-0.0605,0.444,1.536,-0.338,20.312,-14.647,-18.381,34
0.4743,-0.3703,0.3907,-0.6964,0.2338,-1.1284,0.4326,-0.077,-0.043,0.122,22.499,-8.837,-18.587,43
0.8133,-0.5559,0.1577,0.0666,-0.2031,-0.7729,0.2343,0.29,0.012,0.234,-30.287,-4.337,-5.7,50
0.4719,-0.3369,-0.4713,0.6644,0.2958,-0.6997,0.3041,0.184,0.524,0.429,25.799,-6.137,-26.237,36
0.594,-0.4242,0.4597,-0.5057,-0.2304,-0.7036,0.1616,-0.209,0.278,-0.042,-23.687,-12.887,-30.437,32
0.6616,-0.3288,0.6187,-0.267,-0.6586,-0.5375,-0.0258,0.64,0.392,-0.331,-9.3,-15.887,19.499,48
0.2059,-0.5188,0.4736,-0.6811,0.6562,-1.1459,-0.0869,0.255,-3.196,0.242,-19.05,13.649,-8.537,1
0.151,-0.1839,-0.6714,0.7017,-0.1215,-1.0097,-0.0117,0.414,-0.12,-0.022,23.249,28.664,9.149,40
0.679,-0.5555,0.2895,-0.3825,0.0463,-1.1552,0.2294,-0.011,1.186,-0.454,8.549,-22.637,29.549,27
0.3952,-0.3787,0.4151,-0.7266,0.247,-0.8925,0.3759,0.045,-0.297,0.016,-0.45,12.164,-14.537,43
0.772,-0.6099,0.1656,-0.0673,-0.2221,-0.9609,0.2456,0.266,0.427,-1.171,19.499,2.863,13.199,37
0.3017,-0.1061,0.6368,-0.7014,-0.3305,-1.0869,0.0048,-0.222,-1.683,0.821,-6.15,28.949,-8.537,33
0.15,-0.1817,-0.6682,0.7056,-0.081,-0.936,-0.0063,0.301,-0.141,0.032,23.249,28.664,9.149,40
0.3648,-0.2849,0.6415,-0.6116,-0.0712,-1.0693,0.1357,0.041,-0.422,0.33,24.362,-14.197,-18.381,34
0.372,-0.3189,-0.5449,0.6803,0.0102,-0.9868,0.1674,0.275,0.128,0.059,-5.029,-23.113,-24.749,22
0.5206,-0.4561,-0.4255,0.5828,-0.1831,-0.8789,0.3535,-0.153,0.016,-0.083,18.299,18.763,-9.287,46
0.677,-0.478,0.5229,-0.1989,-0.5825,-0.8256,-0.1284,-0.314,-0.17,0.131,30.449,-26.537,0.299,48
0.132,-0.0675,0.6193,-0.771,-0.2338,-1.4047,0.2846,-0.638,-0.119,0.201,13.342,-24.732,-23.869,45
0.1834,-0.1401,-0.615,0.7539,-0.0849,-0.8842,0.1987,-0.234,-0.484,-0.103,-3.407,-16.599,-26.907,18
0.1957,-0.0919,0.6243,-0.7505,-0.2558,-0.7714,0.1879,0.311,0.776,-0.336,3.557,15.296,-9.595,45
0.2213,-0.1224,0.6502,-0.7163,-0.0649,-0.9975,0.2216,-0.165,0.425,0.117,8.549,-8.537,10.649,38
0.1558,-0.1605,-0.6374,0.7373,0.0585,-1.4614,-0.0136,-0.197,-2.163,0.297,-21.67,5.704,5.311,18
0.7767,-0.6294,0.0174,0.0137,0.0444,-1.0561,0.1987,0.098,0.118,-0.029,4.499,8.713,16.199,37
0.3292,-0.1154,0.644,-0.6807,-0.269,-0.9667,0.1455,0,-0.001,-0.015,13.698,-31.045,-25.168,35
0.4487,-0.4067,0.5397,-0.5846,0.0317,-0.9072,0.1162,-0.123,-2.045,1.581,-24.45,25.349,-4.337,28
0.407,-0.3014,0.6577,-0.5575,-0.0205,-1.247,0.1064,0.326,0.15,-1.087,-7.437,11.739,-0.081,34
0.178,-0.07,0.6208,-0.7601,-0.1494,-1.0644,0.3066,-0.382,-0.053,0.488,-4.057,24.304,-20.719,45
0.3684,-0.3523,-0.4413,0.7384,-0.2368,-1.2167,0.2651,0.269,-0.088,-0.385,-11.629,-31.513,-12.449,22
0.5764,-0.325,-0.4611,0.591,0.1474,-1.2309,0.2026,0.132,0.352,-0.267,-9.3,29.849,3.914,36
0.7819,-0.597,0.093,-0.1533,-0.1513,-1.3583,0.165,-0.605,-0.461,0.828,3.149,-11.837,15.599,50
0.7562,-0.6512,0.0565,0.027,0,-0.6777,0.0004,0.318,-0.003,0.477,-4.2,25.649,-9.137,14
0.0388,0.0223,0.5302,-0.8466,0.2871,-1.0664,0.3974,-0.243,1.09,-0.19,-26.837,-29.087,7.664,49
0.7282,-0.6227,0.2505,-0.1379,-0.0014,-0.395,0.0693,0.522,-2.366,1.237,-14.7,27.449,-4.637,17
0.6761,-0.5613,0.3277,-0.3468,-0.3051,-0.6313,0.1386,0.066,0.61,-0.237,29.399,-21.287,-28.487,8
0.7708,-0.6234,0.1278,0.0293,0.9448,-1.1113,-0.4624,0.902,-1.157,1.809,15.449,-26.687,-31.037,17
0.6058,-0.5024,0.356,-0.5037,-0.0102,-0.9951,0.3115,-0.034,0.033,-0.042,-15.75,6.613,-23.087,21
0.6526,-0.4497,0.4837,-0.3711,-0.0883,-1.1909,0.0883,-0.457,1.033,-0.36,-28.084,-3.476,16.325,44
0.7738,-0.614,0.1261,-0.0903,-0.186,-1.1269,0.123,0.008,-1.511,2.039,-23.687,0.914,-3.3,37
0.436,-0.323,-0.5389,0.6441,-0.0771,-0.7309,0.2255,-0.19,0.616,0.016,-6.529,-32.263,-22.949,22
0.3737,-0.0921,0.6249,-0.6791,-0.1059,-0.872,0.1381,-0.05,-0.561,0.737,-20.687,-10.937,23.849,33
0.6589,-0.4485,0.4661,-0.3838,-0.2587,-0.8852,0.2558,0.082,0.068,-1.175,27.115,26.973,-18.774,44
0.1969,-0.165,0.6309,-0.732,-0.2031,-0.7851,0.1743,-0.018,1.414,-0.323,-9.587,-17.987,9.749,38
0.7446,-0.6646,0.0597,-0.0117,-0.061,-1.352,0.145,-0.258,0.363,-0.354,-11.85,-4.637,-11.237,14
0.5917,-0.4719,0.4146,-0.505,-0.2343,-1.0864,0.1591,-0.186,-1.014,-0.11,-10.8,-22.937,-7.65,47
0.7776,-0.6281,-0.0236,-0.0144,-0.0361,-0.9648,0.3002,-0.177,-0.629,0.164,27.586,-5.837,-21.137,6
0.7711,-0.6174,0.1547,-0.0055,-0.0727,-1.1499,0.288,-0.173,-0.319,-2.004,20.549,-31.337,23.399,37
0.7085,-0.5433,0.2248,-0.39,0.3017,-1.2958,0.2504,-0.011,-1.317,0.194,-27.354,26.525,0.809,5
0.5182,-0.3102,-0.6341,0.4827,0.457,-0.812,-0.0434,0.136,-1.336,0.464,-20.235,32.367,3.669,16
0.7634,-0.4395,0.253,-0.3999,0.1752,-0.8549,0.416,-0.565,0.958,-0.879,11.999,-18.587,-22.037,39
0.5575,-0.3736,0.5998,-0.4355,-0.2587,-1.249,-0.0678,-0.196,2.062,-0.18,8.312,-21.697,-23.931,34
0.2384,-0.1257,0.6122,-0.7433,0.1596,-0.9951,0.3603,0.266,-0.022,-0.048,-25.842,9.896,6.754,45
0.6314,-0.4019,0.4416,-0.4945,-0.1992,-0.7319,0.1181,0.095,-0.15,0.487,31.503,5.895,23.007,4
0.5156,-0.4419,0.4688,-0.5647,-0.0917,-1.3178,0.2363,-0.259,0.333,0.255,29.549,-6.587,24.749,30
0.6991,-0.5885,0.2821,-0.2919,-0.0454,-1.4956,0.1918,-0.018,0.432,0.223,16.649,-25.337,26.999,8
0.4619,-0.3414,0.4952,-0.6517,0.0932,-1.0253,0.249,0.183,-0.139,0.769,18.136,-22.937,27.749,47
0.7953,-0.5721,-0.0213,0.1988,-0.3544,-0.8305,0.3779,0.021,0.363,-0.249,24.17,16.684,5.599,15
0.7374,-0.661,0.1014,0.0947,-0.5751,-0.9174,0.166,-0.046,0.203,-0.157,22.489,-15.728,-31.615,26
0.6886,-0.5797,0.2676,-0.3435,0.0244,-0.8212,0.0097,0.252,-0.118,0.698,13.949,25.949,-20.537,9
0.4556,-0.0941,0.7731,-0.4309,-0.561,-0.8833,-0.1928,1.228,0.845,-0.36,26.279,1.627,9.092,13
0.2947,-0.2745,0.573,-0.7136,-0.0727,-1.3823,0.2944,-0.255,-0.378,0.054,-2.55,26.999,-9.737,24
0.592,-0.6145,-0.3142,0.4159,-0.0722,-0.9565,0.1005,0.091,-2.41,0.639,26.558,-24.586,-1.714,23
0.1109,-0.2021,-0.651,0.7231,0.2148,-0.9096,0.0297,0.029,-1.269,1.165,1.199,-5.087,12.299,40
0.2606,-0.1443,0.6136,-0.7312,0.0751,-0.9711,0.0278,0.227,-1.924,1.407,-15.942,7.946,1.354,45
0.5195,-0.4059,0.518,-0.5448,-0.0302,-0.935,0.3359,0.115,-0.215,0.39,-28.337,-4.337,-28.037,30
0.2701,-0.2095,-0.5699,0.7471,-0.1538,-1.0317,0.2202,-0.306,0.508,-0.095,-32.62,-11.096,4.561,18
0.7819,-0.5546,0.2607,0.1135,-0.2421,-0.7763,0.1948,0.262,0.218,1.072,18.749,-7.337,17.999,37
0.6562,-0.5582,0.2984,-0.4105,-0.0097,-0.8027,0.2719,-0.076,0.121,-0.493,26.849,-13.337,23.849,27
0.0485,-0.305,-0.5961,0.741,-0.3896,-0.8486,-0.1987,0.978,1.284,-0.37,-21.137,-1.487,-29.237,29
0.2725,-0.3329,-0.6349,0.6416,-0.1372,-0.996,-0.0478,-0.021,0.157,-0.12,28.34,-11.037,22.739,12
