q0,q1,q2,q3,accX,accY,accZ,gyrX,gyrY,gyrZ,magX,magY,magZ,0
0.737,-0.6748,0.0335,-0.0143,0.0498,-1.0419,0.06,0.434,0.085,0.597,2.699,22.649,-11.987,14
0.7601,-0.6451,0.0697,0.0313,-0.0815,-0.8525,0.0185,0.28,0.504,0.512,-4.2,25.649,-9.137,14
0.7341,-0.6783,0.0147,-0.0264,0.1225,-0.9926,0.0937,-0.115,-0.31,0.236,-15.0,2.713,-9.737,14
0.7158,-0.6925,0.0531,-0.0716,-0.0273,-1.4438,0.0571,-0.323,0.285,0.166,6.149,-27.437,-24.887,14
0.7284,-0.6796,0.0295,-0.0809,-0.163,-0.9711,0.0957,-0.174,0.879,0.224,18.899,-31.487,-19.637,14
0.7502,-0.6578,0.046,0.0474,-0.06,-0.7343,-0.0166,0.044,0.404,0.197,5.849,-17.837,-26.387,14
0.7215,-0.6903,-0.0061,-0.0515,0.0878,-1.1386,-0.1093,0.496,-0.514,1.286,14.999,-9.137,31.949,14
0.7307,-0.6817,0.0264,-0.0228,0.1533,-1.1367,0.0263,0.483,-0.17,0.599,14.699,26.999,-16.637,14
0.7203,-0.6905,0.0366,-0.0548,-0.0849,-1.394,0.0888,-0.083,-0.132,0.568,11.399,-5.237,-25.337,14
0.7293,-0.6836,0.0009,-0.0256,0.062,-1.0566,-0.0146,0.541,-0.664,1.184,14.999,-9.137,31.949,14
0.7407,-0.6708,0.0298,-0.0192,-0.0639,-1.0073,0.0878,0.023,-0.04,-0.031,23.999,-4.637,21.599,14
0.7418,-0.6702,0.0194,-0.0084,0.3012,-1.0654,0.2675,-0.478,1.292,-0.478,24.599,-27.737,-26.087,14
0.7446,-0.6671,0.0201,0.0025,0.3833,-1.0722,0.166,-0.355,-1.663,-0.567,-7.5,30.749,-8.387,14
0.7282,-0.6843,0.0156,-0.0328,0.1015,-1.0546,0.1191,-0.235,1.999,-0.332,8.399,-6.437,-24.137,14
0.7348,-0.6759,0.0455,-0.031,0.0966,-0.9536,0.0473,0.317,-0.61,0.354,-22.5,-24.587,0.013,14
0.7319,-0.6789,0.0194,-0.0539,-0.0224,-0.8828,0.0874,0.09,0.269,-0.06,-15.45,-3.287,-9.287,14
0.72,-0.6911,0.0384,-0.0486,0.0263,-1.4956,0.2456,-0.099,-0.309,0.599,21.449,-5.087,-28.337,14
0.73,-0.676,-0.0157,-0.0986,-0.1196,-0.8774,0.0463,-0.158,0.065,-0.76,16.799,-6.437,26.849,14
0.7372,-0.6725,0.0511,-0.0392,-0.02,-0.9375,0.1342,-0.284,-0.403,-0.749,-11.85,-4.637,-11.237,14
0.7482,-0.6631,0.0191,0.0049,0.3222,-1.1005,0.2036,-0.322,-0.953,-0.308,-30.887,-24.887,-32.687,14
0.7349,-0.6771,0.0167,-0.0315,0.0795,-1.0092,0.0532,-0.113,-0.252,0.172,-15.0,2.713,-9.737,14
0.7091,-0.6963,-0.028,-0.1068,0.2592,-1.2993,0.1176,0.047,-0.934,0.838,10.949,-7.937,31.949,14
0.7503,-0.659,0.0381,0.034,0.0429,-1.4443,0.2231,-0.157,0.205,-0.544,9.449,-12.137,-27.137,14
0.7567,-0.6519,0.0482,-0.0033,0.1308,-1.0141,0.1557,-0.698,-1.073,-0.796,-30.887,-24.887,-32.687,14
0.7283,-0.6795,0.0204,-0.0851,-0.1142,-1.1469,0.0942,-0.306,0.123,0.399,13.649,-24.887,-29.837,14
0.7526,-0.6552,0.0603,0.0228,-0.0419,-0.8593,0.0307,-0.026,0.064,-0.065,-8.7,-6.437,-10.037,14
0.7211,-0.69,0.0033,-0.0606,-0.0722,-0.7202,0.0888,-0.082,0.312,0.336,11.399,-5.237,-25.337,14
0.75,-0.6583,0.0403,0.0482,-0.0229,-0.6416,-0.0341,0.058,0.12,0.268,5.849,-17.837,-26.387,14
0.7079,-0.6947,-0.0266,-0.1239,0.0698,-1.4472,0.0166,-0.038,-0.703,0.59,10.949,-7.937,31.949,14
0.7403,-0.6703,0.0464,-0.0186,0.0219,-0.935,0.0307,0.305,-0.135,0.474,-22.5,-24.587,0.013,14
0.7656,-0.6369,0.0841,0.0324,-0.2265,-1.1674,0.0292,0.33,0.417,0.167,-31.787,-16.337,31.199,14
0.7329,-0.6779,0.0549,-0.0151,0.0161,-1.0644,0.0498,0.512,0.133,0.716,1.949,-24.887,-21.887,14
0.7358,-0.6743,0.0301,-0.0542,-0.1079,-0.728,0.0874,0.056,1.296,-0.632,20.399,-24.887,28.499,14
0.724,-0.686,0.0286,-0.0653,0.1503,-1.5727,0.3212,-0.236,-0.166,0.344,18.899,-31.487,-19.637,14
0.7274,-0.6858,0.0153,-0.0127,0.0805,-1.0429,0.0664,-0.111,-0.015,0.019,-11.7,5.113,-11.837,14
0.7494,-0.6602,0.0478,0.0084,0.0122,-0.6342,0.0429,0.217,-0.15,0.534,2.699,22.649,-11.987,14
0.7583,-0.6478,0.0639,0.0319,-0.0585,-0.6958,0.0034,0.342,-0.11,0.282,-31.787,-16.337,31.199,14
0.7368,-0.6748,0.0171,-0.0372,0.1196,-0.8896,0.1352,-0.099,-0.105,0.172,-18.75,-1.487,-8.537,14
0.7295,-0.6791,0.0216,-0.0772,-0.102,-0.8085,0.1494,-0.141,0.769,0.214,18.899,-31.487,-19.637,14
0.7424,-0.6696,0.0086,0.0139,0.166,-0.9775,0.1987,-0.444,-0.362,-0.592,20.399,-24.887,28.499,14
0.737,-0.6728,0.0622,-0.0102,-0.0537,-0.9741,0.0312,0.415,0.068,0.573,1.949,-24.887,-21.887,14
0.7357,-0.6744,0.0601,-0.0119,-0.0356,-1.0131,0.0429,0.431,0.15,0.623,1.949,-24.887,-21.887,14
0.7476,-0.6604,0.0694,0.0056,-0.0502,-0.6586,0.0444,0.333,-0.164,0.35,31.199,-9.437,-31.787,14
0.7352,-0.6759,0.0133,-0.0485,0.1079,-0.9077,0.1542,0.07,-0.265,0.123,-18.75,-1.487,-8.537,14
0.735,-0.6719,0.0238,-0.0873,-0.2392,-0.6123,0.0253,-0.033,-0.09,-0.545,13.649,-24.887,-29.837,14
0.7331,-0.6794,0.0162,-0.0245,0.0869,-1.0903,0.0727,-0.177,0.08,0.3,-15.0,2.713,-9.737,14
0.7148,-0.6939,0.0526,-0.0681,-0.0644,-1.3559,-0.0415,-0.13,-0.473,0.234,6.149,-27.437,-24.887,14
0.7531,-0.6546,0.0603,0.0236,-0.0517,-0.8642,0.0371,-0.009,0.046,0.022,-8.7,-6.437,-10.037,14
0.7416,-0.6696,0.0319,-0.0201,-0.0825,-0.9951,0.0864,0.009,0.026,0.004,23.999,-4.637,21.599,14
0.7523,-0.6557,0.0599,0.0177,-0.0932,-0.975,0.0532,-0.009,0.14,-0.202,-8.7,-6.437,-10.037,14
0.7295,-0.6818,0.0496,-0.019,0.062,-1.0947,0.0219,0.508,0.053,0.746,1.949,-24.887,-21.887,14
0.7487,-0.6617,0.0313,0.021,-0.0146,-1.0625,0.2514,-0.544,-0.524,-0.869,23.699,-21.437,25.199,14
0.7433,-0.6682,0.0267,-0.0118,-0.0678,-1.0341,0.0903,0.007,-0.256,0.053,23.999,-6.137,21.899,14
0.7422,-0.6682,0.0483,-0.0145,0.0039,-0.9042,0.0161,0.294,-0.151,0.485,-18.45,-15.737,-3.287,14
0.7311,-0.6819,0.0023,-0.0196,0.0488,-1.0263,0.0117,0.534,-0.614,1.136,14.999,-9.137,31.949,14
0.745,-0.6668,0.0145,0.0017,0.4165,-1.062,0.352,-0.412,0.411,-0.419,-30.887,-24.887,-32.687,14
0.7412,-0.671,0.0059,0.013,0.1533,-1.0351,0.1474,-0.396,-0.289,-0.449,20.399,-24.887,28.499,14
0.7331,-0.6738,0.0171,-0.0902,-0.2036,-0.7016,0.0595,-0.109,-0.149,-0.222,13.649,-24.887,-29.837,14
0.7241,-0.6788,-0.0234,-0.1191,-0.0874,-0.9462,0.1757,-0.283,0.301,-0.634,16.799,-6.437,26.849,14
0.7486,-0.6591,0.0696,0.0076,-0.0571,-0.6308,0.0273,0.317,-0.246,0.352,31.199,-9.437,-31.787,14
0.74,-0.672,0.0091,-0.0225,-0.0844,-0.9663,0.1132,-0.094,-0.321,-0.44,22.799,-5.987,21.749,14
0.7345,-0.6723,0.0217,-0.0886,-0.2426,-0.6386,0.0288,-0.092,-0.142,-0.478,13.649,-24.887,-29.837,14
0.7431,-0.6662,0.062,0.0032,-0.0849,-0.7221,-0.017,0.263,-0.78,0.371,1.949,-24.887,-21.887,14
0.7588,-0.6474,0.0632,0.0305,-0.0415,-0.728,0.0288,0.3,0.277,0.5,-4.2,25.649,-9.137,14
0.7257,-0.6827,0.0346,-0.0769,-0.0756,-1.3081,0.0913,-0.139,-0.835,0.15,18.899,-31.487,-19.637,14
0.7389,-0.6727,0.027,-0.0231,0.1196,-1.0209,0.1738,-0.368,1.646,-0.564,24.599,-27.737,-26.087,14
0.7525,-0.6555,0.0601,0.019,-0.0717,-0.9511,0.0488,0.003,0.145,-0.182,-8.7,-6.437,-10.037,14
0.7608,-0.6435,0.0777,0.0308,-0.1147,-1.0136,0.0087,0.257,0.685,0.52,-4.2,25.649,-9.137,14
0.7203,-0.6895,0.0354,-0.0661,-0.0029,-1.5102,-0.0244,-0.237,-0.027,0.051,14.699,26.999,-16.637,14
0.7207,-0.6903,0.0173,-0.061,-0.0815,-1.0244,0.0864,-0.098,0.621,0.534,11.399,-5.237,-25.337,14
0.7406,-0.6709,0.03,-0.0192,-0.0693,-1.0209,0.0751,0.009,0.042,-0.032,22.949,-5.387,20.849,14
0.747,-0.6632,0.0255,0.0377,0.0336,-0.6518,-0.0253,0.128,-1.216,0.394,24.599,-15.137,25.349,14
0.7274,-0.6853,-0.0005,-0.0319,0.0683,-1.0795,-0.0385,0.54,-0.663,1.228,14.999,-9.137,31.949,14
0.7371,-0.674,0.0162,-0.0445,0.1,-0.9394,0.1274,0.055,-0.004,0.225,-18.75,-1.487,-8.537,14
0.7293,-0.6835,0.0208,-0.0179,-0.0083,-0.9584,0.0156,-0.075,-0.418,0.061,-15.0,2.713,-9.737,14
0.7599,-0.6451,0.0794,-0.0025,-0.0566,-1.186,0.3544,-0.323,-0.915,-1.124,-7.5,30.749,-8.387,14
0.7215,-0.6895,-0.0011,-0.0625,-0.1059,-0.562,-0.0566,-0.082,-0.123,-0.078,11.399,-5.237,-25.337,14
0.7419,-0.6694,0.03,-0.0183,-0.0473,-1.0092,0.0834,0.034,-0.209,-0.026,23.999,-6.137,21.899,14
0.7588,-0.647,0.0734,-0.0041,0.0151,-1.0898,0.3769,-0.418,-0.719,-1.083,-7.5,30.749,-8.387,14
0.7246,-0.6872,0.0429,-0.0269,0.1474,-1.1801,-0.0175,0.37,-0.262,0.728,1.949,-24.887,-21.887,14
0.75,-0.6579,0.0482,0.0466,-0.0751,-0.8095,-0.0039,0.008,0.461,0.169,5.849,-17.837,-26.387,14
0.7496,-0.6594,0.055,0.0032,-0.0673,-1.1728,0.0751,-0.113,0.342,-0.378,-11.85,-4.637,-11.237,14
0.7492,-0.66,0.0522,0.0111,0.0541,-0.914,0.0263,0.185,-0.286,0.454,-18.45,-15.737,-3.287,14
0.7627,-0.6424,0.0738,-0.0027,-0.0502,-1.1264,0.2841,-0.396,-0.98,-0.944,-30.887,-24.887,-32.687,14
0.7394,-0.6725,-0.0099,-0.0294,0.1777,-0.9731,0.1782,0.08,0.142,-0.188,19.499,-6.437,23.849,14
0.7132,-0.6865,-0.0332,-0.1371,0.0283,-1.0434,0.1904,-0.174,-0.174,-0.216,10.949,-7.937,31.949,14
0.7215,-0.6876,0.0376,-0.0717,0.0869,-1.3862,0.3222,-0.359,-0.055,0.517,6.149,-27.437,-24.887,14
0.7254,-0.683,0.0302,-0.0797,-0.081,-1.3994,0.0864,-0.308,0.135,0.582,6.149,-27.437,-24.887,14
0.7319,-0.6749,-0.0116,-0.0927,-0.1362,-0.8471,0.0708,-0.195,0.146,-0.758,19.499,-6.437,23.849,14
0.762,-0.6427,0.0708,0.0343,-0.1376,-0.8666,0.0024,0.308,0.325,0.363,-31.787,-16.337,31.199,14
0.7299,-0.6795,0.0139,-0.0722,-0.0932,-0.6381,0.0654,0.091,-0.378,-0.272,18.899,-31.487,-19.637,14
0.7487,-0.6611,0.0466,0.006,0.0288,-0.6591,0.0507,0.24,-0.131,0.544,2.699,22.649,-11.987,14
0.7433,-0.6682,0.0267,-0.0118,-0.0678,-1.0341,0.0903,0.007,-0.256,0.053,23.999,-6.137,21.899,14
0.727,-0.6863,0.0153,-0.0127,0.0468,-1.0522,0.0585,-0.121,-0.002,0.01,-11.7,5.113,-11.837,14
0.7344,-0.6779,0.0151,-0.0282,0.1098,-0.9726,0.0683,-0.097,-0.375,0.185,-15.0,2.713,-9.737,14
0.7252,-0.6782,-0.0229,-0.1162,-0.0986,-0.958,0.1645,-0.245,0.301,-0.665,16.799,-6.437,26.849,14
0.7497,-0.658,0.055,0.0414,-0.2333,-1.1606,-0.0419,0.06,0.048,-0.144,5.849,-17.837,-26.387,14
0.7417,-0.6696,0.0314,-0.0194,-0.0844,-1.0102,0.0834,0.021,-0.12,-0.008,23.999,-4.637,21.599,14
0.7455,-0.665,0.0404,0.0148,-0.1259,-1.4584,0.1083,-0.387,0.606,-0.919,9.449,-12.137,-27.137,14
0.7625,-0.6417,0.0735,0.0344,-0.1499,-0.9624,-0.0009,0.308,0.39,0.377,-31.787,-16.337,31.199,14
0.7404,-0.6716,0.0135,-0.0207,-0.0234,-0.9936,0.0776,-0.041,0.066,-0.535,22.799,-5.987,21.749,14
0.7302,-0.6793,0.0124,-0.072,-0.062,-0.6572,0.1201,0.099,-0.248,-0.168,18.899,-31.487,-19.637,14
0.7448,-0.6647,0.0561,0.0124,-0.0244,-0.644,-0.0048,0.129,-1.178,0.293,1.949,-24.887,-21.887,14
0.7554,-0.6514,0.0637,0.0271,-0.0849,-0.6206,-0.0117,0.189,-0.465,0.251,-31.787,-16.337,31.199,14
0.7547,-0.6523,0.0646,0.0248,-0.0874,-0.5859,-0.0048,0.171,-0.539,0.256,-31.787,-16.337,31.199,14
0.7456,-0.6643,0.0507,-0.0045,0.0473,-0.872,0.0244,0.205,-0.327,0.461,-18.45,-15.737,-3.287,14
0.7416,-0.6697,0.031,-0.0197,-0.0366,-0.976,0.1074,0.023,0.072,0.0,23.999,-4.637,21.599,14
0.7506,-0.6583,0.053,0.0171,0.059,-0.9228,0.0234,0.156,-0.188,0.385,-18.45,-15.737,-3.287,14
0.7343,-0.6766,0.0152,-0.0511,0.0415,-0.8886,0.1298,0.128,-0.417,0.025,-18.75,-1.487,-8.537,14
0.736,-0.6748,0.0447,-0.028,0.0932,-0.9667,0.0776,0.316,-0.549,0.406,-22.5,-24.587,0.013,14
0.743,-0.6686,0.0249,-0.0108,-0.1025,-1.0039,0.0878,-0.023,0.047,-0.096,23.999,-6.137,21.899,14
0.7356,-0.6716,0.028,-0.0837,-0.247,-0.5952,0.0185,0.038,0.015,-0.666,13.649,-24.887,-29.837,14
0.7356,-0.6739,0.0318,-0.0601,-0.1489,-0.6889,0.0668,0.054,1.097,-0.648,20.399,-24.887,28.499,14
0.7297,-0.6749,0.0526,-0.0951,-0.1918,-0.978,0.0976,-0.045,0.381,0.318,-21.75,-32.237,-1.187,14
0.7527,-0.6551,0.0603,0.0232,-0.0502,-0.8515,0.0424,-0.043,0.029,-0.039,-8.7,-6.437,-10.037,14
0.7454,-0.6642,0.0525,0.0174,0.0048,-0.6127,0.0097,0.083,-1.252,0.289,1.949,-24.887,-21.887,14
0.7425,-0.6692,0.0236,-0.0137,-0.1245,-1.0141,0.0815,-0.064,-0.055,-0.253,22.799,-5.987,21.749,14
0.7605,-0.6443,0.0736,0.0312,-0.101,-0.9345,0.0156,0.266,0.603,0.522,-4.2,25.649,-9.137,14
0.7416,-0.6696,0.0318,-0.0199,-0.0844,-1.0014,0.0737,0.012,-0.052,-0.004,23.999,-4.637,21.599,14
0.7356,-0.6754,0.0332,-0.038,0.1645,-1.0512,0.1445,-0.186,-1.14,-0.767,-11.85,-4.637,-11.237,14
0.7266,-0.6867,0.0152,-0.0127,0.0292,-1.0532,0.0458,-0.118,-0.01,-0.002,-11.7,5.113,-11.837,14
0.7325,-0.6806,-0.0044,-0.0061,0.5141,-1.2377,0.3525,-0.16,-0.614,-0.14,8.399,-6.437,-24.137,14
0.7204,-0.6887,0.0403,-0.07,0.1279,-1.5283,0.3574,-0.376,0.154,0.621,6.149,-27.437,-24.887,14
0.7279,-0.6837,0.0505,-0.0106,0.144,-1.2055,0.0039,0.341,-0.66,0.544,21.449,-5.087,-28.337,14
0.7262,-0.682,0.0277,-0.0813,-0.0854,-1.3491,0.062,-0.282,0.183,0.573,6.149,-27.437,-24.887,14
0.7324,-0.6798,0.0126,-0.0337,0.0644,-0.8188,0.0937,-0.259,0.85,-0.661,-15.9,-32.537,1.063,14
0.7272,-0.6804,0.061,-0.0657,0.0595,-1.3999,0.0063,-0.05,-0.035,0.261,-22.5,-24.587,0.013,14
0.7639,-0.6394,0.0793,0.0338,-0.1748,-1.0952,0.0087,0.343,0.491,0.331,-31.787,-16.337,31.199,14
0.739,-0.6729,-0.0096,-0.0281,0.1391,-0.9018,0.1484,0.108,-0.039,-0.251,22.799,-5.987,21.749,14
0.7606,-0.6434,0.0863,-0.0014,-0.1523,-1.2583,0.2827,-0.256,-0.923,-1.119,-7.5,30.749,-8.387,14
0.7318,-0.6813,-0.0043,-0.0073,0.5654,-1.2309,0.4077,-0.209,0.167,-0.157,8.399,-6.437,-24.137,14
0.7254,-0.6836,0.0319,-0.0733,0.0346,-1.2963,0.1689,-0.143,-0.925,0.143,18.899,-31.487,-19.637,14
0.7317,-0.68,0.013,-0.0449,0.0498,-1.0048,0.1074,-0.104,0.491,-0.132,-15.45,-3.287,-9.287,14
0.7497,-0.6589,0.038,0.0466,0.0288,-0.5878,-0.0249,0.141,-0.135,0.297,5.849,-17.837,-26.387,14
0.7429,-0.6685,0.0276,-0.0165,-0.0649,-0.9726,0.1069,0.039,0.086,0.043,23.999,-6.137,21.899,14
0.7391,-0.6701,0.0573,-0.0352,0.0,-0.9448,0.2119,-0.287,0.355,-0.79,-11.85,-4.637,-11.237,14
0.7387,-0.6725,-0.0003,-0.0449,0.0869,-1.1064,0.1376,-0.049,0.847,-0.349,19.499,-6.437,23.849,14
0.7434,-0.6682,0.0255,-0.0104,-0.0527,-1.0229,0.0947,0.005,-0.16,-0.002,23.999,-6.137,21.899,14
0.7395,-0.6722,-0.0091,-0.0313,0.1811,-1.0361,0.1943,0.022,0.394,-0.125,19.499,-6.437,23.849,14
0.7419,-0.6675,0.0628,0.001,0.0136,-0.8437,0.0664,0.451,0.355,0.382,31.199,-9.437,-31.787,14
0.7391,-0.6724,-0.0045,-0.0372,0.1391,-1.1284,0.145,-0.075,0.841,-0.157,19.499,-6.437,23.849,14
0.72,-0.69,0.0344,-0.0646,0.0009,-1.4526,-0.02,-0.123,-0.369,0.075,14.699,26.999,-16.637,14
0.7491,-0.6619,0.0236,0.0029,0.249,-1.0917,0.1064,-0.472,-1.152,-0.354,-30.887,-24.887,-32.687,14
0.7286,-0.6767,-0.0194,-0.1039,-0.0791,-0.9375,0.102,-0.129,0.104,-0.755,16.799,-6.437,26.849,14
0.7642,-0.639,0.0869,-0.0017,-0.2861,-1.2739,0.1572,-0.226,-0.605,-0.984,-30.887,-24.887,-32.687,14
0.7204,-0.6902,0.0329,-0.0589,-0.1196,-1.4174,0.0224,-0.021,0.306,0.618,11.399,-5.237,-25.337,14
0.7461,-0.6636,0.0455,0.0274,0.0302,-0.5751,0.0039,0.021,-1.195,0.295,5.849,-17.837,-26.387,14
0.7375,-0.673,0.0553,0.001,0.103,-0.9995,0.102,0.526,0.269,0.443,31.199,-9.437,-31.787,14
0.7293,-0.6763,-0.0177,-0.1012,-0.0976,-0.9121,0.0615,-0.125,0.051,-0.761,16.799,-6.437,26.849,14
0.7456,-0.6657,0.0279,-0.0008,0.2592,-1.0805,0.0473,-0.453,-1.834,-0.584,-7.5,30.749,-8.387,14
0.716,-0.6938,0.0486,-0.0593,0.0634,-1.2675,-0.0224,0.128,-1.063,0.415,6.149,-27.437,-24.887,14
0.7528,-0.6552,0.058,0.0232,-0.017,-0.8925,0.0317,0.096,0.084,0.188,-8.7,-6.437,-10.037,14
0.7291,-0.6838,0.0098,-0.0249,0.2431,-1.1088,0.2182,-0.272,2.008,-0.266,8.399,-6.437,-24.137,14
0.7631,-0.6378,0.1026,0.0112,-0.2758,-1.5747,0.1391,-0.006,0.66,-0.297,-4.2,25.649,-9.137,14
0.7219,-0.6898,0.0405,-0.0339,0.163,-1.2744,0.0234,0.308,-0.561,0.648,1.949,-24.887,-21.887,14
0.725,-0.6884,0.01,-0.0105,0.0336,-1.059,0.0551,-0.064,-0.308,-0.126,-11.7,5.113,-11.837,14
0.7412,-0.6712,0.0072,0.0023,0.4775,-0.998,0.3222,-0.415,-0.101,-0.626,-7.5,30.749,-8.387,14
0.7391,-0.671,0.0578,0.001,0.0688,-0.9394,0.0883,0.513,0.36,0.426,31.199,-9.437,-31.787,14
0.728,-0.6802,0.0601,-0.0607,0.1186,-1.1689,0.1298,0.037,-0.357,0.19,-22.5,-24.587,0.013,14
0.7499,-0.6586,0.039,0.0477,0.0078,-0.6103,-0.0288,0.084,0.004,0.289,5.849,-17.837,-26.387,14
0.7432,-0.6671,0.0492,-0.0122,-0.0009,-0.8964,0.0092,0.275,-0.186,0.489,-18.45,-15.737,-3.287,14
0.7379,-0.6723,0.0026,-0.0572,0.0253,-1.0302,0.1728,-0.06,0.65,-0.581,19.499,-6.437,23.849,14
0.7309,-0.6755,-0.0136,-0.0957,-0.1298,-0.8574,0.0493,-0.19,0.121,-0.747,19.499,-6.437,23.849,14
0.7169,-0.6915,0.0515,-0.0713,0.0156,-1.4912,0.1381,-0.353,0.609,0.275,6.149,-27.437,-24.887,14
0.7739,-0.6078,-0.1075,0.1412,-0.1933,-1.2011,0.3657,-0.007,-0.178,0.515,-26.066,-3.416,-7.001,15
0.7809,-0.5582,-0.0232,0.2792,-0.229,-0.9711,0.4013,-0.479,0.23,-0.339,-8.516,-14.516,-8.801,15
0.76,-0.5591,-0.0445,0.328,-0.1943,-0.8149,0.1323,0.524,-0.316,0.82,30.92,-11.066,4.249,15
0.7639,-0.614,-0.0676,0.1863,-0.3789,-0.935,0.3613,-0.3,0.493,-0.35,-29.066,-16.316,3.499,15
0.7712,-0.5291,-0.0035,0.3537,-0.2646,-0.7778,0.1611,0.513,0.189,0.903,18.32,-21.866,29.599,15
0.7605,-0.5633,-0.0187,0.3221,-0.4487,-1.2993,0.4296,-0.247,0.512,-0.56,-24.266,-20.216,-5.201,15
0.7363,-0.6077,-0.0951,0.2818,-0.5034,-0.9755,0.1201,0.283,0.075,-0.162,-20.216,1.984,-12.401,15
0.7654,-0.5552,-0.0945,0.3111,-0.0634,-1.0678,0.205,0.144,-0.732,0.723,28.37,22.534,3.199,15
0.7716,-0.6083,-0.1025,0.1548,-0.2031,-1.2861,0.3305,0.039,-0.306,0.605,-26.066,-3.416,-7.001,15
0.7782,-0.5521,0.0109,0.2989,-0.519,-1.2343,0.4492,-0.318,0.258,-0.68,-25.916,-8.216,0.049,15
0.7752,-0.5417,0.0404,0.3222,-0.2998,-0.9633,0.4921,-0.51,0.401,-0.888,21.77,-14.816,21.349,15
0.7636,-0.5566,-0.0806,0.3171,-0.1215,-0.8247,0.2065,0.752,1.165,0.886,19.07,7.084,19.399,15
0.7684,-0.6067,-0.0995,0.1774,-0.1064,-1.0737,0.3354,0.123,-0.533,0.7,-26.066,-3.416,-7.001,15
0.7716,-0.6099,-0.1198,0.1345,-0.2031,-0.8554,0.3359,0.14,0.435,-0.241,-25.766,-1.466,-5.501,15
0.7805,-0.5383,-0.0171,0.3172,-0.2451,-0.8657,0.247,0.494,0.254,0.594,-10.166,-9.716,-10.001,15
0.7653,-0.6055,-0.101,0.1931,-0.267,-1.351,0.33,-0.269,-0.325,0.252,-16.316,-13.466,4.099,15
0.7468,-0.6255,-0.0896,0.2071,-0.1752,-1.3168,0.2641,-0.126,-0.626,0.32,30.02,-17.366,9.949,15
0.7624,-0.5464,-0.0731,0.3386,-0.2592,-0.7446,0.0883,0.716,-0.012,0.9,-24.416,-23.516,9.949,15
0.7792,-0.577,-0.0187,0.2438,-0.2563,-0.831,0.3701,0.118,0.367,-0.467,29.72,15.184,7.399,15
0.7607,-0.5536,-0.0842,0.3281,-0.2617,-0.7202,0.0727,0.791,0.171,0.876,-24.416,-23.516,9.949,15
0.7489,-0.6253,-0.0868,0.201,-0.2451,-1.4028,0.2661,-0.207,-0.641,0.36,30.02,-17.366,9.949,15
0.7676,-0.5953,-0.0949,0.2175,-0.1635,-0.9916,0.3369,0.008,-0.688,0.262,7.07,-9.716,32.449,15
0.7261,-0.6034,-0.0968,0.3148,-0.2724,-0.9487,0.2612,-0.066,0.145,-0.035,-19.316,0.184,-13.001,15
0.7712,-0.5952,-0.1009,0.2017,-0.2333,-1.0644,0.3095,-0.334,-0.879,-0.055,7.07,-9.716,32.449,15
0.7633,-0.538,-0.0597,0.3524,-0.2275,-0.7841,0.1264,0.595,0.04,0.828,-24.416,-23.516,9.949,15
0.7636,-0.5349,-0.0529,0.3576,-0.2001,-0.8085,0.1484,0.526,0.174,0.724,-24.416,-23.516,9.949,15
0.7717,-0.5367,-0.0194,0.3404,-0.3115,-0.7475,0.1425,0.702,0.101,1.038,18.32,-21.866,29.599,15
0.7802,-0.5846,-0.0692,0.2109,-0.3115,-0.8188,0.3442,-0.395,-0.28,-0.808,12.17,-10.916,27.349,15
0.7728,-0.569,-0.027,0.2795,-0.0424,-0.9604,0.4926,-0.736,0.013,-0.535,-25.916,-8.216,0.049,15
0.7427,-0.5934,-0.0804,0.2994,-0.2558,-0.955,0.2866,-0.066,-0.039,-0.309,-22.766,28.384,-4.001,15
0.7824,-0.5338,0.0008,0.3206,-0.3432,-0.9868,0.3041,0.315,0.188,0.223,-10.166,-9.716,-10.001,15
0.766,-0.5397,-0.0225,0.3483,-0.2744,-0.8818,0.2109,0.298,0.376,0.287,19.07,7.084,19.399,15
0.778,-0.5505,0.0122,0.3021,-0.5322,-1.2587,0.4531,-0.166,0.503,-0.6,-25.916,-8.216,0.049,15
0.7417,-0.5964,-0.116,0.2839,-0.2719,-0.958,0.1943,-0.035,-0.381,-0.133,-21.866,0.634,-13.001,15
0.7408,-0.5958,-0.1202,0.2855,-0.2841,-0.9877,0.1645,-0.034,-0.276,-0.113,-21.866,0.634,-13.001,15
0.7718,-0.5244,0.03,0.3582,-0.4316,-0.8955,0.2338,0.448,0.862,0.338,18.32,-21.866,29.599,15
0.7642,-0.5328,-0.0454,0.3604,-0.2089,-0.8598,0.1762,0.532,0.431,0.59,-24.416,-23.516,9.949,15
0.7525,-0.5738,-0.1053,0.3054,-0.0258,-0.8544,0.2197,0.458,-0.388,0.938,-23.966,-9.116,-7.301,15
0.7957,-0.5725,-0.0198,0.1964,-0.3715,-0.8613,0.3803,-0.015,0.206,-0.167,24.17,16.684,5.599,15
0.7735,-0.608,-0.1063,0.1436,-0.1977,-1.2187,0.351,0.014,-0.12,0.553,-26.066,-3.416,-7.001,15
0.7688,-0.6058,-0.0703,0.1917,-0.2573,-1.3271,0.4023,-0.117,-0.045,0.133,-29.066,-0.716,3.499,15
0.7769,-0.5919,-0.0851,0.1967,-0.3164,-0.9003,0.3427,-0.274,-0.073,-0.364,12.17,-10.916,27.349,15
0.7506,-0.5744,-0.0402,0.3239,-0.3349,-0.8378,0.3457,-0.392,0.33,-0.446,-17.216,25.684,-10.601,15
